data;código do campo;campo;preco
45717;4859;Gavião Mateiro;0,89684
45717;4627;Gavião Preto;0,9775
45717;4529;Gavião Real;0,93748
45717;4630;Gavião Tesoura;1,01524
45717;4861;Gavião Vaqueiro;1,03297
45717;4666;Gavião Vermelho;0,90156
45717;383;Golfinho;1,00857
45717;135;Gomo;0,90383
45717;134;Guamaré;3,10076
45717;1283;Guanambi;1,57958
45717;2405;Harpia;3,10076
45717;142;Icapuí;3,10076
45717;141;Ilha de Bimbarra;1,14742
45717;144;Ilha Pequena;2,68806
45717;875;Inhambu;0,83621
45717;4691;Iraí;0,66022
45717;4841;Irara;3,10076
45717;4713;Iraúna;1,51024
45717;1103;Irerê;3,10076
45717;4711;Itaparica;0,99302
45717;4615;Itapu;1,59161
45717;4828;Itapu_ECO;1,59161
45717;1123;Jaçanã;1,38687
45717;147;Jacuípe;1,05944
45717;743;Jacutinga;3,10076
45717;150;Janduí;1,05678
45717;148;Jequiá;2,22041
45717;2285;Jiribatuba;1,22916
45717;702;João de Barro;1,85801
45717;153;Juazeiro;1,34166
45717;152;Jubarte;1,36704
45717;983;Juriti;3,10076
45717;154;Lagoa Aroeira;3,10076
45717;162;Lagoa do Paulo;2,06355
45717;483;Lagoa do Paulo Norte;1,36451
45717;673;Lagoa do Paulo Sul;0,8744
45717;161;Lagoa Parda;1,10375
45717;165;Lagoa Parda Norte;0,98034
45717;168;Lagoa Suruaca;1,30897
45717;159;Lamarão;1,22613
45717;1746;Lapa;0,90712
45717;157;Leodório;1,60717
45717;167;Leste de Poço Xavier;1,51378
45717;169;Leste do Urucu;1,00389
45717;158;Linguado;1,19314
45717;171;Livramento;1,38993
45717;160;Lorena;1,35389
45717;4552;Maçarico;1,05551
45717;174;Macau;1,71348
45717;4702;Mãe-da-Lua;1,63218
45717;185;Malombê;1,50624
45717;190;Manati;0,88932
45717;178;Mandacaru;1,52694
45717;4876;Manjuba;1,46015
45717;172;Marimbá;1,60828
45717;196;Marlim;1,40889
45717;187;Marlim Leste;1,7569
45717;188;Marlim Sul;1,52474
45717;195;Massapê;1,2034
45717;197;Massuí;1,2407
45717;184;Mata de São João;1,6139
45717;181;Mato Grosso;1,10414
45717;4684;Mero;0,98745
45717;381;Mexilhão;1,00084
45717;180;Miranga;1,28073
45717;183;Miranga Norte;1,39086
45717;175;Monte Alegre;0,81137
45717;192;Mossoró;3,10076
45717;4852;Muriqui;3,10076
45717;4718;Murucututu;1,2462
45717;4740;Nordeste de Sapinhoá;1,47235
45717;4741;Noroeste de Sapinhoá;1,47235
45717;4654;Norte de Berbigão;1,22887
45717;202;Norte de Fazenda Caruaçu;1,18318
45717;4658;Norte de Sururu;1,22887
45717;4647;Oeste de Atapu;1,01715
45717;206;Oeste de Ubarana;1,01092
45717;657;Ostra;1,20568
45717;4696;PA-1GALP42RN_POT-T-743;0,83299
45717;217;Pajeú;0,98084
45717;219;Pampo;1,33615
45717;705;Papa-Terra;1,10932
45717;4689;Paramirim do Vencimento;3,10076
45717;1645;Pardal;1,35389
45717;215;Pargo;1,61443
45717;208;Paru;1,18839
45717;3885;Patativa;1,51378
45717;4593;Paturi;1,05551
45717;221;Pedra Sentada;1,79103
45717;212;Pedrinhas;1,56757
45717;695;Peregrino;1,61614
45717;1144;Periquito;0,89797
45717;4742;Periquito Nordeste;0,91927
45717;4720;Periquito Norte;0,97311
45717;214;Peroá;0,96173
45717;213;Pescada;1,44452
45717;4805;Piaçabuçu;3,10076
45717;216;Pilar;1,00025
45717;658;Pintassilgo;3,10076
45717;222;Piraúna;1,61355
45717;4579;Pitangola;1,61614
45717;223;Poço Verde;3,10076
45717;583;Polvo;2,10766
45717;220;Ponta do Mel;1,81687
45717;210;Porto Carão;3,10076
45717;226;Quererá;1,1102
45717;2785;Rabo Branco;1,7
45717;232;Redonda;3,10076
45717;242;Remanso;1,18229
45717;234;Riacho da Forquilha;1,51368
45717;245;Riacho Ouricuri;2,22824
45717;255;Riacho São Pedro;0,87417
45717;243;Riachuelo;1,52473
45717;229;Rio do Bu;2,21707
45717;4125;Rio do Carmo;3,10076
45717;246;Rio dos Ovos;1,68814
45717;2425;Rio Ipiranga;1,33173
45717;235;Rio Itariri;2,25038
45717;236;Rio Itaúnas;0,94951
45717;4710;Rio Mariricu;1,1188
45717;241;Rio Mossoró;2,71787
45717;256;Rio Subaúma;2,07143
45717;257;Rio Urucu;1,06941
45717;1303;Rolinha;2,1083
45717;244;Roncador;1,13553
45717;263;Sabiá;0,90885
45717;3705;Sabiá Bico-de-Osso;0,87305
45717;3465;Sabiá da Mata;1,05678
45717;4862;Sabiá-Laranjeira;3,10076
45717;267;Salina Cristal;0,82477
45717;2085;Sanhaçu;1,21514
45717;261;Santana;1,49258
45717;269;São Domingos;2,09223
45717;4695;São João;3,10076
45717;2885;São Mateus Leste;1,12497
45717;284;São Pedro;1,37815
45717;2365;Sapinhoá;1,47235
45717;270;Sauípe;3,10076
45717;4614;Sépia;1,14218
45717;4676;Sépia Leste;1,14218
45717;4846;Sépia_ECO;1,14218
45717;279;Serra do Mel;1,70942
45717;287;Serra Vermelha;3,10076
45717;271;Serraria;1,79597
45717;276;Sesmaria;1,40008
45717;3565;Sibite;1,51368
45717;288;Siririzinho;1,33715
45717;265;Socorro;1,25653
45717;268;Socorro Extensão;1,25696
45717;4739;Sudoeste de Sapinhoá;1,47235
45717;285;Sudoeste Urucu;1,06941
45717;4758;Suindara;3,10076
45717;4656;Sul de Berbigão;1,43541
45717;266;Sul de Coruripe;1,9361
45717;4660;Sul de Sururu;1,22887
45717;4611;Sul de Tupi;1,33394
45717;4649;Sururu;1,43541
45717;286;Sussuarana;1,31561
45717;1023;Tabuiaiá;0,78339
45717;292;Tabuleiro dos Martins;1,86638
45717;4888;Tambaqui;1,30484
45717;691;Tambaú;0,96995
45717;682;Tambuatá;1,34171
45717;4863;Tanatau;3,10076
45717;803;Tangará;1,40833
45717;4245;Tapiranga Norte;1,10737
45717;293;Taquipe;1,5661
45717;289;Tartaruga;2,03552
45717;3645;Tartaruga Verde;1,5673
45717;4747;Tartaruga Verde Sudoeste;1,56727
45717;3866;Tiê;1,52427
45717;1383;Tigre;1,76401
45717;4750;Tiriba;3,10076
45717;291;Três Marias;0,98084
45717;294;Trilha;1,33537
45717;1865;Trinca Ferro;1,05551
45717;3945;Trovoada;2,28445
45717;4534;Tubarão Martelo;2,10766
45717;3325;Tucano;3,10076
45717;4746;Tucano Grande;1,03402
45717;1063;Tupi;1,39026
45717;295;Ubarana;1,01092
45717;443;Uirapuru;1,10594
45717;10000;UO SIX - São Mateus do Sul;1,47214
45717;296;Upanema;1,05551
45717;843;Uruguá;0,96995
45717;4709;Urutau;3,10076
45717;4714;Vale do Quiricó;1,46065
45717;302;Varginha;1,51378
45717;299;Vermelho;1,46945
45717;297;Voador;1,57794
45748;823;Abalone;0,99623
45748;783;Acajá-Burizinho;1,26194
45748;563;Acauã;0,91609
45748;5;Água Grande;0,86666
45748;4821;Águia Real;2,87521
45748;7;Aguilhada;1,16801
45748;3;Albacora;0,8667
45748;4;Albacora Leste;0,86019
45748;15;Alto do Rodrigues;0,5685
45748;523;Anambé;1,0412
45748;4824;ANC_Mero;0,96401
45748;4755;AnC_NORTE_ATAPU;0,90437
45748;4749;Anc_Tupi;1,18657
45748;1726;Andorinha;2,87521
45748;9;Angelim;1,89125
45748;10;Angico;2,87521
45748;12;Apraiús;1,63956
45748;14;Arabaiana;1,28418
45748;1505;Araçari;2,00476
45748;13;Araçás;1,39166
45748;4708;Araçás Leste;1,38161
45748;4546;Arapaçu;1,0412
45748;4025;Arara Azul;0,93268
45748;662;Araracanga;0,93268
45748;1;Aratu;0,81097
45748;686;Argonauta;0,85029
45748;724;Arribaçã;1,81749
45748;16;Aruari;2,04243
45748;19;Asa Branca;1,35384
45748;21;Atalaia Sul;0,81863
45748;4652;Atapu;0,90437
45748;4845;Atapu_ECO;0,90437
45748;678;Atlanta;0,75398
45748;258;Azulão;0,89792
45748;4886;Azulão Oeste;0,85088
45748;28;Badejo;1,2347
45748;24;Baixa do Algodão;0,84182
45748;464;Baleia Anã;0,72715
45748;4690;Barra Bonita;0,78149
45748;42;Barracuda;1,38755
45748;25;Barrinha;2,87521
45748;1625;Barrinha Leste;2,87521
45748;3825;Barrinha Sudoeste;2,87521
45748;2625;Baúna;1,92771
45748;3245;Bem-Te-Vi;2,87521
45748;30;Benfica;1,36608
45748;2645;Berbigão;1,2848
45748;33;Bicudo;0,98856
45748;26;Biriba;0,96181
45748;29;Boa Esperança;1,35384
45748;1605;Bom Lugar;1,20201
45748;39;Bonito;1,12321
45748;44;Bonsucesso;1,51916
45748;41;Brejinho RN;1,0779
45748;43;Brejo Grande;0,9748
45748;23;Buracica;1,01639
45748;4598;Búzios;1,19786
45748;4827;Búzios_ECO;1,19786
45748;4700;Caburé;1,01328
45748;4706;Caburé Leste;1,01328
45748;51;Cachoeirinha;1,23399
45748;50;Cacimbas;0,82637
45748;4802;Camaçari;2,87521
45748;1184;Camarupim;1,00063
45748;2585;Camarupim Norte;1,00063
45748;62;Campo Grande;1,11288
45748;55;Canabrava;0,97045
45748;669;Canapu;1,20773
45748;666;Canário;1,93837
45748;1043;Cancã;0,72534
45748;46;Candeias;1,03231
45748;53;Cangoá;0,83004
45748;63;Cantagalo;1,06065
45748;52;Canto do Amaro;1,36608
45748;78;Carapeba;1,95233
45748;2325;Carapitanga;0,96654
45748;80;Caratinga;1,39896
45748;1725;Cardeal;2,87521
45748;4664;Cardeal Amarelo;1,09242
45748;4665;Cardeal do Nordeste;0,68166
45748;74;Carmópolis;1,36084
45748;82;Cassarongongo;0,91859
45748;67;Castanhal;0,62833
45748;1164;Caxareu;1,13802
45748;88;Cexis;1,21051
45748;1404;Cidade de Aracaju;2,87521
45748;66;Cioba;0,87227
45748;923;Colibri;2,87521
45748;72;Conceição;0,96419
45748;3605;Concriz;2,87521
45748;83;Coqueiro Seco;0,73266
45748;58;Córrego Dourado;0,88844
45748;2005;Crejoá;2,87521
45748;91;Dom João;1,74235
45748;95;Enchova;0,86565
45748;96;Enchova Oeste;1,08871
45748;98;Espadarte;1,40889
45748;4879;Espadim;1,42012
45748;99;Estreito;2,87521
45748;101;Fazenda Alegre;0,72212
45748;103;Fazenda Alvorada;1,54006
45748;100;Fazenda Azevedo;1,36295
45748;106;Fazenda Bálsamo;1,69487
45748;105;Fazenda Belém BA;1,44026
45748;131;Fazenda Belém CE;2,87521
45748;104;Fazenda Boa Esperança;1,51124
45748;110;Fazenda Canaan;2,87521
45748;107;Fazenda Cedro;1,12538
45748;108;Fazenda Curral;1,23399
45748;112;Fazenda Guindaste;1,15528
45748;113;Fazenda Imbé;1,38277
45748;115;Fazenda Malaquias;0,84182
45748;116;Fazenda Matinha;0,96419
45748;117;Fazenda Onça;0,89751
45748;118;Fazenda Panelas;1,21763
45748;120;Fazenda Pau Brasil;1,25371
45748;119;Fazenda Pocinho;0,75754
45748;123;Fazenda Rio Branco;2,87521
45748;127;Fazenda Santa Luzia;0,94226
45748;129;Fazenda Santa Rosa;0,96419
45748;125;Fazenda Santo Estevão;2,87521
45748;126;Fazenda São Jorge;0,91768
45748;128;Fazenda São Rafael;1,15558
45748;1224;Foz do Vaza-Barris;2,87521
45748;122;Frade;0,84186
45748;130;Furado;1,0412
45748;4085;Galo de Campina;0,69824
45748;4528;Gavião Azul;0,77033
45748;4822;Gavião Belo;0,93725
45748;4558;Gavião Branco;0,78484
45748;4617;Gavião Branco Norte;0,8723
45748;4608;Gavião Caboclo;0,8207
45748;4629;Gavião Carijó;0,85301
45748;4859;Gavião Mateiro;0,76515
45748;4627;Gavião Preto;0,84216
45748;4529;Gavião Real;0,80363
45748;4630;Gavião Tesoura;0,87967
45748;4861;Gavião Vaqueiro;0,89524
45748;4666;Gavião Vermelho;0,76877
45748;383;Golfinho;0,86707
45748;135;Gomo;0,77336
45748;134;Guamaré;2,87521
45748;1283;Guanambi;1,42598
45748;2405;Harpia;2,87521
45748;142;Icapuí;2,87521
45748;141;Ilha de Bimbarra;1,00457
45748;144;Ilha Pequena;2,48296
45748;875;Inhambu;0,71179
45748;4691;Iraí;0,55864
45748;4841;Irara;2,87521
45748;4713;Iraúna;1,35387
45748;1103;Irerê;2,87521
45748;4711;Itaparica;0,85912
45748;4615;Itapu;1,43128
45748;4828;Itapu_ECO;1,43128
45748;1123;Jaçanã;1,23279
45748;147;Jacuípe;0,86811
45748;743;Jacutinga;0,70521
45748;150;Janduí;0,91241
45748;148;Jequiá;2,02725
45748;2285;Jiribatuba;1,09216
45748;702;João de Barro;1,67775
45748;153;Juazeiro;1,19148
45748;152;Jubarte;1,21128
45748;983;Juriti;2,87521
45748;154;Lagoa Aroeira;2,87521
45748;162;Lagoa do Paulo;1,46056
45748;483;Lagoa do Paulo Norte;1,58419
45748;673;Lagoa do Paulo Sul;0,75354
45748;161;Lagoa Parda;0,96144
45748;165;Lagoa Parda Norte;0,84066
45748;168;Lagoa Suruaca;1,16044
45748;159;Lamarão;1,07446
45748;1746;Lapa;0,80946
45748;157;Leodório;1,44348
45748;167;Leste de Poço Xavier;1,35384
45748;169;Leste do Urucu;0,875
45748;158;Linguado;1,0476
45748;171;Livramento;1,23399
45748;160;Lorena;1,19872
45748;4552;Maçarico;0,91609
45748;174;Macau;1,55104
45748;4702;Mãe-da-Lua;1,47995
45748;185;Malombê;1,35031
45748;190;Manati;0,75913
45748;178;Mandacaru;1,36414
45748;4876;Manjuba;1,30077
45748;172;Marimbá;1,44619
45748;196;Marlim;1,25589
45748;187;Marlim Leste;1,5829
45748;188;Marlim Sul;1,36434
45748;195;Massapê;1,05496
45748;197;Massuí;1,09201
45748;184;Mata de São João;1,44635
45748;181;Mato Grosso;0,96352
45748;4684;Mero;0,96401
45748;381;Mexilhão;0,86069
45748;180;Miranga;1,12802
45748;183;Miranga Norte;1,23606
45748;175;Monte Alegre;0,68491
45748;192;Mossoró;2,87521
45748;4852;Muriqui;2,87521
45748;4718;Murucututu;1,09483
45748;4740;Nordeste de Sapinhoá;1,32046
45748;4741;Noroeste de Sapinhoá;1,32046
45748;4654;Norte de Berbigão;1,08425
45748;202;Norte de Fazenda Caruaçu;1,03702
45748;4658;Norte de Sururu;1,08425
45748;4647;Oeste de Atapu;0,90437
45748;206;Oeste de Ubarana;0,87227
45748;657;Ostra;2,65463
45748;4696;PA-1GALP42RN_POT-T-743;0,70365
45748;217;Pajeú;0,84182
45748;219;Pampo;1,18573
45748;705;Papa-Terra;1,07948
45748;4689;Paramirim do Vencimento;2,87521
45748;1645;Pardal;1,19872
45748;215;Pargo;1,45293
45748;208;Paru;1,0412
45748;3885;Patativa;1,35384
45748;4593;Paturi;0,91609
45748;221;Pedra Sentada;1,61984
45748;212;Pedrinhas;1,40149
45748;695;Peregrino;1,47846
45748;1144;Periquito;0,76442
45748;4742;Periquito Nordeste;0,78254
45748;4720;Periquito Norte;0,83862
45748;214;Peroá;0,83679
45748;213;Pescada;1,28418
45748;4805;Piaçabuçu;2,87521
45748;216;Pilar;0,86021
45748;658;Pintassilgo;2,87521
45748;222;Piraúna;1,44834
45748;4579;Pitangola;1,47846
45748;223;Poço Verde;2,87521
45748;583;Polvo;1,92343
45748;220;Ponta do Mel;1,64475
45748;210;Porto Carão;2,87521
45748;226;Quererá;0,96419
45748;2785;Rabo Branco;1,50495
45748;232;Redonda;2,87521
45748;242;Remanso;1,03552
45748;234;Riacho da Forquilha;1,355
45748;245;Riacho Ouricuri;2,05354
45748;255;Riacho São Pedro;0,74569
45748;243;Riachuelo;1,38122
45748;229;Rio do Bu;2,03726
45748;4125;Rio do Carmo;2,87521
45748;246;Rio dos Ovos;1,28985
45748;2425;Rio Ipiranga;1,17599
45748;235;Rio Itariri;2,06846
45748;236;Rio Itaúnas;0,81611
45748;4710;Rio Mariricu;0,97364
45748;241;Rio Mossoró;2,51228
45748;256;Rio Subaúma;1,28973
45748;257;Rio Urucu;0,93268
45748;1303;Rolinha;1,92887
45748;244;Roncador;0,99215
45748;263;Sabiá;0,77431
45748;3705;Sabiá Bico-de-Osso;0,74085
45748;3465;Sabiá da Mata;0,91241
45748;4862;Sabiá-Laranjeira;2,87521
45748;267;Salina Cristal;0,69773
45748;2085;Sanhaçu;1,06723
45748;261;Santana;1,33179
45748;269;São Domingos;1,91736
45748;4695;São João;2,87521
45748;2885;São Mateus Leste;0,98127
45748;284;São Pedro;1,21928
45748;2365;Sapinhoá;1,32046
45748;270;Sauípe;2,87521
45748;4614;Sépia;1,25725
45748;4676;Sépia Leste;1,25725
45748;4846;Sépia_ECO;1,25725
45748;279;Serra do Mel;1,54084
45748;287;Serra Vermelha;2,87521
45748;271;Serraria;1,62779
45748;276;Sesmaria;1,24661
45748;3565;Sibite;1,355
45748;288;Siririzinho;1,20724
45748;265;Socorro;1,10846
45748;268;Socorro Extensão;1,10695
45748;4739;Sudoeste de Sapinhoá;1,32046
45748;285;Sudoeste Urucu;0,93268
45748;4758;Suindara;2,87521
45748;4656;Sul de Berbigão;1,2848
45748;266;Sul de Coruripe;1,76187
45748;4660;Sul de Sururu;1,08425
45748;4611;Sul de Tupi;1,18657
45748;4649;Sururu;1,2848
45748;286;Sussuarana;1,16141
45748;1023;Tabuiaiá;0,66266
45748;292;Tabuleiro dos Martins;1,69292
45748;4888;Tambaqui;1,15163
45748;691;Tambaú;0,83104
45748;682;Tambuatá;1,19786
45748;4863;Tanatau;2,87521
45748;803;Tangará;1,25777
45748;4245;Tapiranga Norte;0,96564
45748;293;Taquipe;1,40214
45748;289;Tartaruga;1,85065
45748;3645;Tartaruga Verde;1,40891
45748;4747;Tartaruga Verde Sudoeste;1,40889
45748;3866;Tiê;1,36501
45748;1383;Tigre;1,5882
45748;4750;Tiriba;2,87521
45748;291;Três Marias;0,84182
45748;294;Trilha;1,18176
45748;1865;Trinca Ferro;0,91609
45748;3945;Trovoada;1,70186
45748;4534;Tubarão Martelo;1,92343
45748;3325;Tucano;2,87521
45748;4746;Tucano Grande;0,89249
45748;1063;Tupi;1,2403
45748;295;Ubarana;0,87227
45748;443;Uirapuru;0,96455
45748;10000;UO SIX - São Mateus do Sul;1,33173
45748;296;Upanema;0,91609
45748;843;Uruguá;0,83104
45748;4709;Urutau;2,87521
45748;4714;Vale do Quiricó;1,29988
45748;302;Varginha;1,35384
45748;299;Vermelho;1,31665
45748;297;Voador;1,42012
45778;823;Abalone;0,89129
45778;783;Acajá-Burizinho;1,13635
45778;563;Acauã;0,82033
45778;5;Água Grande;0,80317
45778;4821;Águia Real;2,89122
45778;7;Aguilhada;1,05427
45778;3;Albacora;0,77509
45778;4;Albacora Leste;0,77038
45778;15;Alto do Rodrigues;0,50568
45778;523;Anambé;0,78944
45778;4824;ANC_Mero;1,00403
45778;4755;AnC_NORTE_ATAPU;0,81226
45778;4749;Anc_Tupi;1,06445
45778;1726;Andorinha;2,89122
45778;9;Angelim;1,71429
45778;10;Angico;2,89122
45778;12;Apraiús;1,4846
45778;14;Arabaiana;1,15558
45778;1505;Araçari;1,82533
45778;13;Araçás;1,254
45778;4708;Araçás Leste;1,24716
45778;4546;Arapaçu;0,78944
45778;4025;Arara Azul;0,83515
45778;662;Araracanga;0,83515
45778;1;Aratu;0,72327
45778;686;Argonauta;0,76235
45778;724;Arribaçã;1,64738
45778;16;Aruari;2,89122
45778;19;Asa Branca;1,2192
45778;21;Atalaia Sul;0,73154
45778;4652;Atapu;0,81226
45778;4845;Atapu_ECO;0,81226
45778;678;Atlanta;0,67254
45778;258;Azulão;0,80255
45778;4886;Azulão Oeste;0,75958
45778;28;Badejo;1,10896
45778;24;Baixa do Algodão;0,75426
45778;464;Baleia Anã;0,64715
45778;4690;Barra Bonita;0,69614
45778;42;Barracuda;1,24949
45778;25;Barrinha;2,89122
45778;1625;Barrinha Leste;2,89122
45778;3825;Barrinha Sudoeste;2,89122
45778;2625;Baúna;1,43132
45778;3245;Bem-Te-Vi;2,89122
45778;30;Benfica;1,2298
45778;2645;Berbigão;1,32703
45778;33;Bicudo;0,88521
45778;26;Biriba;0,86116
45778;29;Boa Esperança;1,2192
45778;1605;Bom Lugar;1,07516
45778;39;Bonito;1,00566
45778;44;Bonsucesso;1,36708
45778;41;Brejinho RN;0,97158
45778;43;Brejo Grande;0,87174
45778;23;Buracica;1,15593
45778;4598;Búzios;1,2012
45778;4827;Búzios_ECO;1,2012
45778;4700;Caburé;0,90741
45778;4706;Caburé Leste;0,90741
45778;51;Cachoeirinha;1,10857
45778;50;Cacimbas;0,73821
45778;4802;Camaçari;2,89122
45778;1184;Camarupim;0,89785
45778;2585;Camarupim Norte;0,89785
45778;62;Campo Grande;1,00113
45778;55;Canabrava;0,86981
45778;669;Canapu;1,08824
45778;666;Canário;1,75536
45778;1043;Cancã;0,64537
45778;46;Candeias;0,85447
45778;53;Cangoá;0,74196
45778;63;Cantagalo;0,95292
45778;52;Canto do Amaro;1,2298
45778;78;Carapeba;1,7668
45778;2325;Carapitanga;0,86381
45778;80;Caratinga;1,25719
45778;1725;Cardeal;2,89122
45778;4664;Cardeal Amarelo;0,97965
45778;4665;Cardeal do Nordeste;0,95459
45778;74;Carmópolis;1,24803
45778;82;Cassarongongo;0,82352
45778;67;Castanhal;0,5589
45778;1164;Caxareu;1,01922
45778;88;Cexis;1,06327
45778;1404;Cidade de Aracaju;2,89122
45778;66;Cioba;0,78047
45778;923;Colibri;2,89122
45778;72;Conceição;0,86343
45778;3605;Concriz;2,89122
45778;83;Coqueiro Seco;0,65271
45778;58;Córrego Dourado;0,79519
45778;2005;Crejoá;2,89122
45778;91;Dom João;1,57461
45778;95;Enchova;0,77309
45778;96;Enchova Oeste;0,97442
45778;98;Espadarte;1,26294
45778;4879;Espadim;1,27687
45778;99;Estreito;2,89122
45778;101;Fazenda Alegre;0,64284
45778;103;Fazenda Alvorada;1,39021
45778;100;Fazenda Azevedo;1,22739
45778;106;Fazenda Bálsamo;1,53066
45778;105;Fazenda Belém BA;1,30361
45778;131;Fazenda Belém CE;2,89122
45778;104;Fazenda Boa Esperança;1,51149
45778;110;Fazenda Canaan;2,89122
45778;107;Fazenda Cedro;1,01207
45778;108;Fazenda Curral;1,10857
45778;112;Fazenda Guindaste;1,13565
45778;113;Fazenda Imbé;1,24338
45778;115;Fazenda Malaquias;0,75426
45778;116;Fazenda Matinha;0,86343
45778;117;Fazenda Onça;1,23465
45778;118;Fazenda Panelas;1,09257
45778;120;Fazenda Pau Brasil;1,12947
45778;119;Fazenda Pocinho;0,67891
45778;123;Fazenda Rio Branco;2,89122
45778;127;Fazenda Santa Luzia;0,84354
45778;129;Fazenda Santa Rosa;0,86343
45778;125;Fazenda Santo Estevão;2,89122
45778;126;Fazenda São Jorge;0,82221
45778;128;Fazenda São Rafael;1,03803
45778;1224;Foz do Vaza-Barris;2,89122
45778;122;Frade;0,75078
45778;130;Furado;0,78944
45778;4085;Galo de Campina;0,62158
45778;4528;Gavião Azul;0,68626
45778;4822;Gavião Belo;0,83782
45778;4558;Gavião Branco;0,69969
45778;4617;Gavião Branco Norte;0,78009
45778;4608;Gavião Caboclo;0,73231
45778;4629;Gavião Carijó;0,76181
45778;4859;Gavião Mateiro;0,68155
45778;4627;Gavião Preto;0,75161
45778;4529;Gavião Real;0,71645
45778;4630;Gavião Tesoura;0,78557
45778;4861;Gavião Vaqueiro;0,80005
45778;4666;Gavião Vermelho;0,6849
45778;383;Golfinho;0,77416
45778;135;Gomo;0,69094
45778;134;Guamaré;2,89122
45778;1283;Guanambi;1,28439
45778;2405;Harpia;2,89122
45778;142;Icapuí;2,89122
45778;141;Ilha de Bimbarra;0,9003
45778;144;Ilha Pequena;2,25543
45778;875;Inhambu;0,63428
45778;4691;Iraí;0,49727
45778;4841;Irara;2,89122
45778;4713;Iraúna;1,21861
45778;1103;Irerê;2,89122
45778;4711;Itaparica;0,76811
45778;4615;Itapu;1,28386
45778;4828;Itapu_ECO;1,28386
45778;1123;Jaçanã;1,10633
45778;147;Jacuípe;0,7255
45778;743;Jacutinga;0,62716
45778;150;Janduí;0,82098
45778;148;Jequiá;1,8386
45778;2285;Jiribatuba;0,97881
45778;702;João de Barro;1,51886
45778;153;Juazeiro;1,07012
45778;152;Jubarte;1,08928
45778;983;Juriti;2,6125
45778;154;Lagoa Aroeira;2,89122
45778;162;Lagoa do Paulo;1,03042
45778;483;Lagoa do Paulo Norte;1,56644
45778;673;Lagoa do Paulo Sul;0,67375
45778;161;Lagoa Parda;1,02459
45778;165;Lagoa Parda Norte;0,75305
45778;168;Lagoa Suruaca;1,0403
45778;159;Lamarão;0,96552
45778;1746;Lapa;0,72813
45778;157;Leodório;1,301
45778;167;Leste de Poço Xavier;1,2192
45778;169;Leste do Urucu;0,78299
45778;158;Linguado;0,93885
45778;171;Livramento;1,10857
45778;160;Lorena;1,07734
45778;4552;Maçarico;0,82033
45778;174;Macau;1,40727
45778;4702;Mãe-da-Lua;1,32919
45778;185;Malombê;1,21898
45778;190;Manati;0,67711
45778;178;Mandacaru;1,22853
45778;4876;Manjuba;1,17173
45778;172;Marimbá;1,29933
45778;196;Marlim;1,12988
45778;187;Marlim Leste;1,20088
45778;188;Marlim Sul;1,22957
45778;195;Massapê;0,94571
45778;197;Massuí;0,98068
45778;184;Mata de São João;0,88536
45778;181;Mato Grosso;0,86403
45778;4684;Mero;1,00403
45778;381;Mexilhão;0,76912
45778;180;Miranga;1,01284
45778;183;Miranga Norte;1,11182
45778;175;Monte Alegre;0,60909
45778;192;Mossoró;2,89122
45778;4852;Muriqui;2,89122
45778;4718;Murucututu;0,98194
45778;4740;Nordeste de Sapinhoá;1,18526
45778;4741;Noroeste de Sapinhoá;1,18526
45778;4654;Norte de Berbigão;1,32703
45778;202;Norte de Fazenda Caruaçu;0,92986
45778;4658;Norte de Sururu;0,97167
45778;4647;Oeste de Atapu;0,81226
45778;206;Oeste de Ubarana;0,78047
45778;657;Ostra;2,40754
45778;4696;PA-1GALP42RN_POT-T-743;0,62604
45778;217;Pajeú;0,75426
45778;219;Pampo;1,06287
45778;705;Papa-Terra;0,96909
45778;4689;Paramirim do Vencimento;2,89122
45778;1645;Pardal;1,07734
45778;215;Pargo;1,30784
45778;208;Paru;0,78944
45778;3885;Patativa;1,2192
45778;4593;Paturi;0,82033
45778;221;Pedra Sentada;1,46285
45778;212;Pedrinhas;1,26074
45778;695;Peregrino;1,36935
45778;1144;Periquito;0,68289
45778;4742;Periquito Nordeste;0,69823
45778;4720;Periquito Norte;0,75089
45778;214;Peroá;0,74829
45778;213;Pescada;1,15558
45778;4805;Piaçabuçu;2,89122
45778;216;Pilar;0,76941
45778;658;Pintassilgo;2,89122
45778;222;Piraúna;1,30465
45778;4579;Pitangola;1,36935
45778;223;Poço Verde;2,89122
45778;583;Polvo;1,74348
45778;220;Ponta do Mel;1,48418
45778;210;Porto Carão;2,89122
45778;226;Quererá;0,86343
45778;2785;Rabo Branco;1,35504
45778;232;Redonda;2,89122
45778;242;Remanso;0,93046
45778;234;Riacho da Forquilha;1,2165
45778;245;Riacho Ouricuri;1,85258
45778;255;Riacho São Pedro;0,63316
45778;243;Riachuelo;1,24842
45778;229;Rio do Bu;1,66037
45778;4125;Rio do Carmo;2,89122
45778;246;Rio dos Ovos;1,16265
45778;2425;Rio Ipiranga;1,05918
45778;235;Rio Itariri;1,87222
45778;236;Rio Itaúnas;0,72873
45778;4710;Rio Mariricu;0,87327
45778;241;Rio Mossoró;2,28659
45778;256;Rio Subaúma;1,46653
45778;257;Rio Urucu;0,83515
45778;1303;Rolinha;1,74212
45778;244;Roncador;0,88928
45778;263;Sabiá;0,69151
45778;3705;Sabiá Bico-de-Osso;0,66029
45778;3465;Sabiá da Mata;0,82098
