data;código do campo;campo;preco
45323;265;Socorro;0,72279
45323;268;Socorro Extensão;0,70665
45323;4739;Sudoeste de Sapinhoá;0,93661
45323;285;Sudoeste Urucu;0,5524
45323;4758;Suindara;2,53473
45323;4656;Sul de Berbigão;0,89689
45323;266;Sul de Coruripe;1,41064
45323;4616;Sul de Sapinhoá;2,53473
45323;4660;Sul de Sururu;0,69447
45323;4611;Sul de Tupi;0,80186
45323;4649;Sururu;0,89689
45323;286;Sussuarana;0,68015
45323;1023;Tabuiaiá;0,29565
45323;292;Tabuleiro dos Martins;0,69032
45323;691;Tambaú;0,42943
45323;682;Tambuatá;1,23064
45323;803;Tangará;0,5879
45323;4245;Tapiranga Norte;0,57309
45323;293;Taquipe;0,80241
45323;289;Tartaruga;1,2675
45323;3645;Tartaruga Verde;0,95742
45323;4747;Tartaruga Verde Sudoeste;0,9574
45323;259;Tatui;0,37851
45323;1925;Tico-Tico;2,53473
45323;3866;Tiê;1,09921
45323;1383;Tigre;1,21053
45323;4750;Tiriba;2,53473
45323;4808;Tiziu;2,53473
45323;291;Três Marias;0,41487
45323;294;Trilha;0,77245
45323;1865;Trinca Ferro;0,52525
45323;3945;Trovoada;0,73547
45323;4045;Tubarão Azul;1,12247
45323;4534;Tubarão Martelo;1,56385
45323;3325;Tucano;2,53473
45323;4746;Tucano Grande;0,48956
45323;1063;Tupi;0,85909
45323;295;Ubarana;0,47737
45323;443;Uirapuru;0,47225
45323;10000;UO SIX - São Mateus do Sul;1,04526
45323;296;Upanema;0,52525
45323;843;Uruguá;0,42943
45323;4709;Urutau;2,53473
45323;4714;Vale do Quiricó;0,89419
45323;302;Varginha;0,9778
45323;299;Vermelho;0,9453
45323;298;Viola;0,7303
45323;297;Voador;0,86162
45323;303;Xaréu;0,94607
45352;823;Abalone;0,52183
45352;783;Acajá-Burizinho;0,77462
45352;563;Acauã;0,47131
45352;5;Água Grande;0,40297
45352;7;Aguilhada;0,77946
45352;6;Agulha;0,42686
45352;3;Albacora;0,42757
45352;4;Albacora Leste;0,42935
45352;1805;Albatroz;2,38167
45352;15;Alto do Rodrigues;0,2137
45352;523;Anambé;0,56038
45352;4879;Espadim;0,99847
45352;4749;Anc_Tupi;0,72269
45352;1726;Andorinha;2,38167
45352;11;Anequim;0,59382
45352;9;Angelim;0,93419
45352;10;Angico;2,38167
45352;12;Apraiús;1,1564
45352;14;Arabaiana;0,80554
45352;1505;Araçari;1,59869
45352;13;Araçás;0,91476
45352;4708;Araçás Leste;2,38167
45352;4546;Arapaçu;0,56038
45352;4025;Arara Azul;0,49504
45352;662;Araracanga;0,49504
45352;1;Aratu;0,35422
45352;4630;Gavião Tesoura;0,43201
45352;686;Argonauta;0,56618
45352;724;Arribaçã;1,36549
45352;16;Aruari;1,50544
45352;19;Asa Branca;0,90138
45352;21;Atalaia Sul;0,37923
45352;4652;Atapu;0,55648
45352;4845;Atapu_ECO;0,55648
45352;678;Atlanta;0,26883
45352;20;Atum;0,87326
45352;258;Azulão;0,4396
45352;28;Badejo;0,75071
45352;32;Bagre;0,59382
45352;24;Baixa do Algodão;0,37539
45352;38;Baixa do Juazeiro;0,72593
45352;464;Baleia Anã;0,27879
45352;34;Barra do Ipiranga;0,42578
45352;42;Barracuda;0,91439
45352;25;Barrinha;2,38167
45352;1625;Barrinha Leste;2,38167
45352;3825;Barrinha Sudoeste;2,38167
45352;2625;Baúna;1,15334
45352;3245;Bem-Te-Vi;2,38167
45352;30;Benfica;0,88673
45352;2645;Berbigão;0,80586
45352;33;Bicudo;0,53052
45352;1765;Biguá;0,39495
45352;37;Bijupirá;0,96015
45352;35;Biquara;1,06859
45352;26;Biriba;0,50361
45352;29;Boa Esperança;0,90138
45352;1605;Bom Lugar;0,71483
45352;39;Bonito;0,63243
45352;44;Bonsucesso;1,04998
45352;41;Brejinho RN;0,53117
45352;36;Brejinho BA;1,16948
45352;43;Brejo Grande;0,56435
45352;23;Buracica;1,32283
45352;4598;Búzios;0,98756
45352;48;Cação;0,78247
45352;51;Cachoeirinha;0,83541
45352;50;Cacimbas;0,38128
45352;56;Caioba;0,63799
45352;4802;Camaçari;2,38167
45352;1184;Camarupim;0,54793
45352;2585;Camarupim Norte;0,54793
45352;3905;Cambacica;0,67404
45352;68;Camorim;0,48489
45352;62;Campo Grande;0,66157
45352;55;Canabrava;0,42464
45352;669;Canapu;0,75281
45352;1043;Cancã;0,27781
45352;46;Candeias;0,58533
45352;53;Cangoá;0,39095
45352;63;Cantagalo;0,59825
45352;52;Canto do Amaro;0,88673
45352;79;Carapanaúba;0,49504
45352;78;Carapeba;1,47774
45352;2325;Carapitanga;0,49855
45352;80;Caratinga;0,88222
45352;2505;Carcará;2,38167
45352;1725;Cardeal;2,38167
45352;4665;Cardeal do Nordeste;0,52785
45352;74;Carmópolis;0,68336
45352;82;Cassarongongo;0,47608
45352;67;Castanhal;0,23431
45352;88;Cexis;0,6053
45352;2565;Chauá;2,38167
45352;64;Cherne;0,75561
45352;1404;Cidade de Aracaju;2,38167
45352;85;Cidade de São Miguel dos Campos;0,57394
45352;60;Cidade de Entre Rios;1,14308
45352;66;Cioba;0,42686
45352;923;Colibri;2,38167
45352;72;Conceição;0,49849
45352;3605;Concriz;2,38167
45352;61;Congro;0,70615
45352;83;Coqueiro Seco;0,28966
45352;58;Córrego Dourado;0,44231
45352;70;Corvina;0,7128
45352;2005;Crejoá;2,38167
45352;86;Cupiúba;0,49504
45352;76;Curimã;0,87326
45352;90;Dentão;0,65695
45352;91;Dom João;1,29649
45352;92;Dom João Mar;0,75474
45352;3345;Dó-Ré-Mi;2,38167
45352;93;Dourado;0,44043
45352;95;Enchova;0,59327
45352;96;Enchova Oeste;0,61736
45352;97;Espada;0,87326
45352;98;Espadarte;0,85833
45352;99;Estreito;2,38167
45352;101;Fazenda Alegre;0,27991
45352;102;Fazenda Alto das Pedras;0,63068
45352;103;Fazenda Alvorada;1,09685
45352;100;Fazenda Azevedo;0,8801
45352;106;Fazenda Bálsamo;1,09608
45352;131;Fazenda Belém CE;2,38167
45352;105;Fazenda Belém BA;0,85885
45352;104;Fazenda Boa Esperança;1,04387
45352;110;Fazenda Canaan;2,38167
45352;107;Fazenda Cedro;0,6666
45352;108;Fazenda Curral;0,83541
45352;112;Fazenda Guindaste;0,70859
45352;113;Fazenda Imbé;0,97387
45352;114;Fazenda Junco;0,59526
45352;115;Fazenda Malaquias;0,37539
45352;116;Fazenda Matinha;0,49849
45352;117;Fazenda Onça;0,63973
45352;118;Fazenda Panelas;0,79339
45352;120;Fazenda Pau Brasil;0,77884
45352;119;Fazenda Pocinho;0,35907
45352;123;Fazenda Rio Branco;2,38167
45352;127;Fazenda Santa Luzia;0,48196
45352;129;Fazenda Santa Rosa;0,49849
45352;125;Fazenda Santo Estevão;2,38167
45352;126;Fazenda São Jorge;0,47152
45352;128;Fazenda São Rafael;0,68483
45352;1224;Foz do Vaza-Barris;2,38167
45352;122;Frade;0,37879
45352;130;Furado;0,56038
45352;4629;Gavião Carijó;0,40833
45352;4085;Galo de Campina;0,34998
45352;136;Garoupa;0,79377
45352;137;Garoupinha;0,74847
45352;4528;Gavião Azul;0,32318
45352;4558;Gavião Branco;0,34093
45352;4617;Gavião Branco Norte;0,43672
45352;4608;Gavião Caboclo;0,37418
45352;4627;Gavião Preto;0,39379
45352;4529;Gavião Real;0,35621
45352;4666;Gavião Vermelho;0,32336
45352;383;Golfinho;0,40135
45352;135;Gomo;1,66505
45352;4531;Graúna;0,45842
45352;133;Guajá;2,38167
45352;134;Guamaré;2,38167
45352;1283;Guanambi;0,97557
45352;132;Guaricema;0,56586
45352;138;Guriri;0,51831
45352;2405;Harpia;2,38167
45352;142;Icapuí;2,38167
45352;141;Ilha de Bimbarra;0,55194
45352;144;Ilha Pequena;2,00155
45352;875;Inhambu;0,29606
45352;4691;Iraí;0,21684
45352;4713;Iraúna;0,88908
45352;1103;Irerê;2,38167
45352;4711;Itaparica;0,42394
45352;4615;Itapu;0,92244
45352;1123;Jaçanã;0,75097
45352;147;Jacuípe;0,45631
45352;1727;Jacupemba;2,38167
45352;743;Jacutinga;2,38167
45352;150;Janduí;0,35591
45352;148;Jequiá;1,26421
45352;2285;Jiribatuba;0,65427
45352;702;João de Barro;1,20516
45352;153;Juazeiro;0,4407
45352;152;Jubarte;0,74176
45352;983;Juriti;2,38167
45352;154;Lagoa Aroeira;2,38167
45352;162;Lagoa do Paulo;1,40612
45352;483;Lagoa do Paulo Norte;0,78012
45352;673;Lagoa do Paulo Sul;0,79758
45352;164;Lagoa Pacas;0,28523
45352;161;Lagoa Parda;0,78414
45352;165;Lagoa Parda Norte;0,39978
45352;4804;Lagoa Parda Sul;0,66384
45352;163;Lagoa Piabanha;0,51275
45352;168;Lagoa Suruaca;0,68856
45352;322;Lagosta;0,51865
45352;159;Lamarão;0,61243
45352;1746;Lapa;0,55064
45352;157;Leodório;0,96948
45352;167;Leste de Poço Xavier;0,90138
45352;169;Leste do Urucu;0,45891
45352;158;Linguado;0,58561
45352;171;Livramento;0,83541
45352;160;Lorena;0,72593
45352;1063;Tupi;0,77928
45352;4552;Maçarico;0,47131
45352;174;Macau;1,2079
45352;4702;Mãe-da-Lua;1,00603
45352;186;Malhado;0,75998
45352;185;Malombê;0,91284
45352;190;Manati;0,32779
45352;178;Mandacaru;0,88518
45352;179;Mapele;0,52153
45352;172;Marimbá;0,94704
45352;173;Mariricu;0,68571
45352;176;Mariricu Norte;0,42324
45352;177;Mariricu Oeste;0,42324
45352;196;Marlim;0,79732
45352;187;Marlim Leste;0,89204
45352;188;Marlim Sul;0,75606
45352;195;Massapê;0,58606
45352;197;Massuí;0,63413
45352;184;Mata de São João;0,4774
45352;181;Mato Grosso;0,62117
45352;189;Merluza;0,50877
45352;4684;Mero;0,51068
45352;381;Mexilhão;0,40411
45352;180;Miranga;0,61736
45352;183;Miranga Norte;0,64879
45352;175;Monte Alegre;0,25596
45352;4807;Mosquito;0,29743
45352;2725;Mosquito Norte;2,38167
45352;192;Mossoró;2,38167
45352;198;Namorado;0,9299
45352;204;Nativo Oeste;0,74687
45352;200;Nordeste de Namorado;2,38167
45352;4740;Nordeste de Sapinhoá;0,8451
45352;4741;Noroeste de Sapinhoá;0,8451
45352;4654;Norte de Berbigão;0,62369
45352;202;Norte de Fazenda Caruaçu;0,52675
45352;4658;Norte de Sururu;0,62369
45352;4647;Oeste de Atapu;0,55648
45352;206;Oeste de Ubarana;0,42686
45352;657;Ostra;0,7175
45352;217;Pajeú;0,37539
45352;219;Pampo;0,58561
45352;705;Papa-Terra;0,63684
45352;207;Parati;0,59382
45352;1645;Pardal;0,72593
45352;215;Pargo;0,97324
45352;4556;Pariri;1,03771
45352;208;Paru;0,56038
45352;3885;Patativa;0,90138
45352;4593;Paturi;0,47131
45352;221;Pedra Sentada;1,14596
45352;212;Pedrinhas;0,90253
45352;695;Peregrino;1,05946
45352;1144;Periquito;0,33005
45352;4742;Periquito Nordeste;0,33223
45352;4720;Periquito Norte;0,41063
45352;214;Peroá;0,38784
45352;213;Pescada;0,80554
45352;216;Pilar;0,57983
45352;658;Pintassilgo;2,38167
45352;379;Piranema;1,06634
45352;222;Piraúna;0,96452
45352;878;Pitiguari;0,3896
45352;223;Poço Verde;2,38167
45352;225;Poço Xavier;0,75633
45352;209;Pojuca;0,51496
45352;4816;Pojuca Norte;0,52759
45352;583;Polvo;1,46408
45352;220;Ponta do Mel;1,16013
45352;210;Porto Carão;2,38167
45352;226;Quererá;0,49849
45352;2785;Rabo Branco;0,90531
45352;232;Redonda;2,38167
45352;242;Remanso;0,52616
45352;234;Riacho da Forquilha;0,86061
45352;245;Riacho Ouricuri;1,56386
45352;255;Riacho São Pedro;0,29728
45352;2006;Riacho Velho;2,38167
45352;243;Riachuelo;0,7958
45352;228;Rio Barra Seca;0,3621
45352;229;Rio do Bu;1,38384
45352;4125;Rio do Carmo;2,38167
45352;246;Rio dos Ovos;1,0661
45352;2425;Rio Ipiranga;0,71832
45352;235;Rio Itariri;1,60259
45352;236;Rio Itaúnas;0,37762
45352;238;Rio Itaúnas Leste;0,34245
45352;4803;Rio Joanes;0,50909
45352;4710;Rio Mariricu;0,52013
45352;4145;Rio Mariricu Sul;2,38167
45352;241;Rio Mossoró;1,87906
45352;248;Rio Pojuca;0,41178
45352;247;Rio Preto;0,4748
45352;254;Rio São Mateus;0,34574
45352;1907;Rio São Mateus Oeste;2,38167
45352;256;Rio Subaúma;1,32464
45352;257;Rio Urucu;0,49504
45352;1303;Rolinha;1,43818
45352;244;Roncador;0,78895
45352;263;Sabiá;0,3355
45352;3705;Sabiá Bico-de-Osso;0,30094
45352;3465;Sabiá da Mata;0,3258
45352;262;Salema;0,99792
45352;403;Salema Branca;2,38167
45352;267;Salina Cristal;0,26899
45352;2085;Sanhaçu;0,60787
45352;261;Santana;0,85486
45352;269;São Domingos;1,48173
45352;278;São Mateus;0,39495
45352;2885;São Mateus Leste;0,53005
45352;280;São Miguel dos Campos;0,60795
45352;284;São Pedro;0,48456
45352;2365;Sapinhoá;0,8451
45352;270;Sauípe;2,38167
45352;4718;Murucututu;0,68276
45352;1985;Sempre Viva;2,38167
45352;4614;Sépia;0,65385
45352;4846;Sépia_ECO;0,65385
45352;4828;Itapu_ECO;0,92244
45352;4822;Gavião Belo;0,47216
45352;279;Serra do Mel;1,05415
45352;287;Serra Vermelha;2,38167
45352;271;Serraria;1,18398
45352;276;Sesmaria;0,73217
45352;3565;Sibite;0,86061
45352;277;Siri;2,38167
45352;288;Siririzinho;0,95781
45352;265;Socorro;0,65288
45352;268;Socorro Extensão;0,63936
45352;4739;Sudoeste de Sapinhoá;0,8451
45352;285;Sudoeste Urucu;0,49504
45352;4656;Sul de Berbigão;0,80586
45352;266;Sul de Coruripe;1,31954
45352;4611;Sul de Tupi;0,72269
45352;4616;Sul de Sapinhoá;2,38167
45352;4660;Sul de Sururu;0,62369
45352;4649;Sururu;0,80586
45352;286;Sussuarana;0,61779
45352;1023;Tabuiaiá;0,25429
45352;292;Tabuleiro dos Martins;0,61881
45352;691;Tambaú;0,3829
45352;682;Tambuatá;0,98756
45352;803;Tangará;0,53178
45352;4245;Tapiranga Norte;0,51496
45352;293;Taquipe;0,72654
45352;289;Tartaruga;1,17558
45352;3645;Tartaruga Verde;0,85836
45352;4747;Tartaruga Verde Sudoeste;0,85833
45352;259;Tatui;0,32816
45352;1925;Tico-Tico;2,38167
45352;3866;Tiê;1,02662
45352;1383;Tigre;1,13882
45352;4824;ANC_Mero;0,51068
45352;291;Três Marias;0,37539
45352;294;Trilha;0,69475
45352;1865;Trinca Ferro;0,47131
45352;3945;Trovoada;0,66096
45352;4045;Tubarão Azul;1,03537
45352;4534;Tubarão Martelo;1,46408
45352;4690;Barra Bonita;0,32658
45352;295;Ubarana;0,42686
45352;443;Uirapuru;0,4166
45352;296;Upanema;0,47131
45352;843;Uruguá;0,3829
45352;4827;Búzios_ECO;0,98756
45352;4676;Sépia Leste;0,65385
45352;302;Varginha;0,90138
45352;299;Vermelho;0,86564
45352;298;Viola;0,65676
45352;297;Voador;0,99847
45352;303;Xaréu;0,87326
45352;4700;Caburé;0,40504
45352;4706;Caburé Leste;0,48301
45352;4755;AnC_NORTE_ATAPU;0,55648
45352;10000;UO SIX - São Mateus do Sul;0,98629
45352;4696;PA-1GALP42RN_POT-T-743;0,26676
45352;4840;PA-1ENV25DAM_AM-T-84_AM-T-85;0,81964
45352;-;PA-1-ENV-BL85ED-AM;0,86588
45352;4579;Pitangola;1,05946
45352;4859;Gavião Mateiro;0,32229
45352;666;Canário;0,90895
45352;4750;Tiriba;2,38167
45352;4640;PA-1PGN1MA_PN-T-48_BT-PN-4;2,38167
45352;4527;PA-1BRSA851SES_SEAL-M-426;2,38167
45352;4695;São João;2,38167
45352;4841;Irara;2,38167
45352;3445;Guará;2,38167
45352;4758;Suindara;2,38167
45352;203;Noroeste do Morro Rosado;2,38167
45352;4808;Tiziu;2,38167
45352;4714;Vale do Quiricó;0,8164
45352;4664;Cardeal Amarelo;0,30125
45352;4709;Urutau;2,38167
45352;4746;Tucano Grande;0,43772
45352;4876;Manjuba;0,83379
45352;4428;PA-1BGM5ES_ES-T-496;2,38167
45352;4416;PA-1IMET27ES_ES-T-487;2,38167
45352;4688;Bela Vista;2,38167
45352;4862;PA-1POT1RN_POT-T-702;2,38167
45352;4821;Águia Real;2,38167
45352;4852;Muriqui;2,38167
45352;4689;Paramirim do Vencimento;2,38167
45352;3325;Tucano;2,38167
45352;4805;Piaçabuçu;2,38167
45383;823;Abalone;0,55098
45383;783;Acajá-Burizinho;0,67024
45383;563;Acauã;0,49951
45383;5;Água Grande;0,43137
45383;7;Aguilhada;0,81138
45383;6;Agulha;0,45465
45383;3;Albacora;0,45451
45383;4;Albacora Leste;0,45691
45383;1805;Albatroz;2,44505
45383;15;Alto do Rodrigues;0,2333
45383;523;Anambé;0,59133
45383;4879;Espadim;1,03532
45383;4749;Anc_Tupi;0,75313
45383;1726;Andorinha;2,44505
45383;11;Anequim;0,62421
45383;9;Angelim;1,49407
45383;10;Angico;2,44505
45383;12;Apraiús;1,1991
45383;14;Arabaiana;0,84058
45383;1505;Araçari;1,65136
45383;13;Araçás;0,95152
45383;4708;Araçás Leste;2,44505
45383;4546;Arapaçu;0,59133
45383;4025;Arara Azul;0,52262
45383;662;Araracanga;0,52262
45383;1;Aratu;0,38064
45383;4630;Gavião Tesoura;0,45831
45383;686;Argonauta;0,59813
45383;724;Arribaçã;1,41141
45383;16;Aruari;1,84092
45383;19;Asa Branca;0,74203
45383;21;Atalaia Sul;0,40587
45383;4652;Atapu;0,58031
45383;4845;Atapu_ECO;0,58031
45383;678;Atlanta;0,29306
45383;20;Atum;0,90923
45383;258;Azulão;0,46727
45383;28;Badejo;0,78391
45383;32;Bagre;0,62421
45383;24;Baixa do Algodão;0,40221
45383;38;Baixa do Juazeiro;0,7591
45383;464;Baleia Anã;0,30385
45383;34;Barra do Ipiranga;0,45333
45383;42;Barracuda;0,95001
45383;25;Barrinha;2,44505
45383;1625;Barrinha Leste;2,44505
45383;3825;Barrinha Sudoeste;2,44505
45383;2625;Baúna;1,18683
45383;3245;Bem-Te-Vi;2,44505
45383;30;Benfica;0,9224
45383;2645;Berbigão;0,83668
45383;33;Bicudo;0,55936
45383;1765;Biguá;0,42172
45383;37;Bijupirá;0,9951
45383;35;Biquara;1,10759
45383;26;Biriba;0,53353
45383;29;Boa Esperança;0,74203
45383;1605;Bom Lugar;0,74358
45383;39;Bonito;0,66292
45383;44;Bonsucesso;1,08446
45383;41;Brejinho RN;0,5616
45383;36;Brejinho BA;1,20746
45383;43;Brejo Grande;0,59372
45383;23;Buracica;1,07427
45383;4598;Búzios;1,02362
45383;48;Cação;0,81465
45383;51;Cachoeirinha;0,87061
45383;50;Cacimbas;0,40802
45383;56;Caioba;0,66995
45383;4802;Camaçari;2,44505
45383;1184;Camarupim;0,57827
45383;2585;Camarupim Norte;0,57827
45383;3905;Cambacica;0,70799
45383;68;Camorim;0,51398
45383;62;Campo Grande;0,69426
45383;55;Canabrava;0,6111
45383;669;Canapu;0,78766
45383;1043;Cancã;0,30264
45383;46;Candeias;0,61708
45383;53;Cangoá;0,41773
45383;63;Cantagalo;0,63044
45383;52;Canto do Amaro;0,9224
45383;79;Carapanaúba;0,52262
45383;78;Carapeba;1,52329
45383;2325;Carapitanga;0,52641
45383;80;Caratinga;0,91581
45383;2505;Carcará;2,44505
45383;1725;Cardeal;2,44505
45383;4665;Cardeal do Nordeste;0,55729
45383;74;Carmópolis;0,71377
45383;82;Cassarongongo;0,50512
45383;67;Castanhal;0,25548
45383;88;Cexis;0,63557
45383;2565;Chauá;2,44505
45383;64;Cherne;0,79176
45383;1404;Cidade de Aracaju;2,44505
45383;85;Cidade de São Miguel dos Campos;0,60487
45383;60;Cidade de Entre Rios;1,18507
45383;66;Cioba;0,45465
45383;923;Colibri;2,44505
45383;72;Conceição;0,52804
45383;3605;Concriz;2,44505
45383;61;Congro;0,73935
45383;83;Coqueiro Seco;0,31497
45383;58;Córrego Dourado;0,47035
45383;70;Corvina;0,7444
45383;2005;Crejoá;2,44505
45383;86;Cupiúba;0,52262
45383;76;Curimã;0,90923
45383;90;Dentão;0,68923
45383;91;Dom João;1,33646
45383;92;Dom João Mar;0,78912
45383;3345;Dó-Ré-Mi;2,44505
45383;93;Dourado;0,46916
45383;95;Enchova;0,62196
45383;96;Enchova Oeste;0,64622
45383;97;Espada;0,90923
45383;98;Espadarte;0,93236
45383;99;Estreito;2,44505
45383;101;Fazenda Alegre;0,30475
45383;102;Fazenda Alto das Pedras;0,66318
45383;103;Fazenda Alvorada;1,13405
45383;100;Fazenda Azevedo;0,91647
45383;106;Fazenda Bálsamo;1,132
45383;131;Fazenda Belém CE;2,44505
45383;105;Fazenda Belém BA;1,26207
45383;104;Fazenda Boa Esperança;1,08193
45383;110;Fazenda Canaan;2,44505
45383;107;Fazenda Cedro;0,69951
45383;108;Fazenda Curral;0,87061
45383;112;Fazenda Guindaste;0,74246
45383;113;Fazenda Imbé;1,00967
45383;114;Fazenda Junco;0,62719
45383;115;Fazenda Malaquias;0,40221
45383;116;Fazenda Matinha;0,52804
45383;117;Fazenda Onça;1,11226
45383;118;Fazenda Panelas;0,82704
45383;120;Fazenda Pau Brasil;0,815
45383;119;Fazenda Pocinho;0,38521
45383;123;Fazenda Rio Branco;2,44505
45383;127;Fazenda Santa Luzia;0,51095
45383;129;Fazenda Santa Rosa;0,52804
45383;125;Fazenda Santo Estevão;2,44505
45383;126;Fazenda São Jorge;0,50031
45383;128;Fazenda São Rafael;0,71732
45383;1224;Foz do Vaza-Barris;2,44505
45383;122;Frade;0,40538
45383;130;Furado;0,59133
45383;4629;Gavião Carijó;0,43464
45383;4085;Galo de Campina;0,37569
45383;136;Garoupa;0,82777
45383;137;Garoupinha;0,77971
45383;4528;Gavião Azul;0,34844
45383;4558;Gavião Branco;0,36634
45383;4617;Gavião Branco Norte;0,46336
45383;4608;Gavião Caboclo;0,40017
45383;4627;Gavião Preto;0,41991
45383;4529;Gavião Real;0,38173
45383;4666;Gavião Vermelho;0,34854
45383;383;Golfinho;0,42887
45383;135;Gomo;0,69322
45383;4531;Graúna;0,48727
45383;133;Guajá;2,44505
45383;134;Guamaré;2,44505
45383;1283;Guanambi;1,00989
45383;132;Guaricema;0,59838
45383;138;Guriri;0,5469
45383;2405;Harpia;2,44505
45383;142;Icapuí;2,44505
45383;141;Ilha de Bimbarra;0,58112
45383;144;Ilha Pequena;2,05847
45383;875;Inhambu;0,31976
45383;4691;Iraí;0,236
45383;4713;Iraúna;0,92348
45383;1103;Irerê;2,44505
45383;4711;Itaparica;0,45043
45383;4615;Itapu;0,95537
45383;1123;Jaçanã;0,78303
45383;147;Jacuípe;0,48476
45383;1727;Jacupemba;2,44505
45383;743;Jacutinga;2,44505
45383;150;Janduí;0,38327
45383;148;Jequiá;1,3061
45383;2285;Jiribatuba;0,68207
45383;702;João de Barro;1,24957
45383;153;Juazeiro;0,46853
45383;152;Jubarte;0,77542
45383;983;Juriti;2,44505
45383;154;Lagoa Aroeira;2,44505
45383;162;Lagoa do Paulo;1,58506
45383;483;Lagoa do Paulo Norte;0,81307
45383;673;Lagoa do Paulo Sul;0,83125
45383;164;Lagoa Pacas;0,30996
45383;161;Lagoa Parda;0,82139
45383;165;Lagoa Parda Norte;0,42833
45383;4804;Lagoa Parda Sul;0,69785
45383;163;Lagoa Piabanha;0,5416
45383;168;Lagoa Suruaca;0,7189
45383;322;Lagosta;0,54789
45383;159;Lamarão;0,64479
45383;1746;Lapa;0,57269
45383;157;Leodório;1,00643
45383;167;Leste de Poço Xavier;0,74203
45383;169;Leste do Urucu;0,48465
45383;158;Linguado;0,6153
45383;171;Livramento;0,87061
45383;160;Lorena;0,7591
45383;1063;Tupi;0,8111
45383;4552;Maçarico;0,49951
45383;174;Macau;1,25155
45383;4702;Mãe-da-Lua;1,03807
45383;186;Malhado;0,79158
45383;185;Malombê;0,94906
45383;190;Manati;0,35288
45383;178;Mandacaru;0,92133
45383;179;Mapele;0,55224
45383;172;Marimbá;0,98145
45383;173;Mariricu;0,71872
45383;176;Mariricu Norte;0,45043
45383;177;Mariricu Oeste;0,45043
45383;196;Marlim;0,83064
45383;187;Marlim Leste;0,92704
45383;188;Marlim Sul;0,78955
45383;195;Massapê;0,6165
45383;197;Massuí;0,66551
45383;184;Mata de São João;0,97785
45383;181;Mato Grosso;0,55155
45383;189;Merluza;0,53788
45383;4684;Mero;0,53134
45383;381;Mexilhão;0,43172
45383;180;Miranga;0,6487
45383;183;Miranga Norte;0,6795
45383;175;Monte Alegre;0,27955
45383;4807;Mosquito;0,32286
45383;2725;Mosquito Norte;2,44505
45383;192;Mossoró;2,44505
45383;198;Namorado;0,96688
45383;204;Nativo Oeste;0,77685
45383;200;Nordeste de Namorado;2,44505
45383;4740;Nordeste de Sapinhoá;0,87675
45383;4741;Noroeste de Sapinhoá;0,87675
45383;4654;Norte de Berbigão;0,65311
45383;202;Norte de Fazenda Caruaçu;0,55571
45383;4658;Norte de Sururu;0,65311
45383;4647;Oeste de Atapu;0,58031
45383;206;Oeste de Ubarana;0,45465
45383;657;Ostra;0,75141
45383;217;Pajeú;0,40221
45383;219;Pampo;0,6153
45383;705;Papa-Terra;0,5342
45383;207;Parati;0,62421
45383;1645;Pardal;0,7591
45383;215;Pargo;1,00883
45383;4556;Pariri;1,07395
45383;208;Paru;0,59133
45383;3885;Patativa;0,74203
45383;4593;Paturi;0,49951
45383;221;Pedra Sentada;1,1863
45383;212;Pedrinhas;0,93864
45383;695;Peregrino;0,95157
45383;1144;Periquito;0,35639
45383;4742;Periquito Nordeste;0,35876
45383;4720;Periquito Norte;0,43788
45383;214;Peroá;0,41461
45383;213;Pescada;0,84058
45383;216;Pilar;0,61203
45383;658;Pintassilgo;2,44505
45383;379;Piranema;1,10429
45383;222;Piraúna;1,00141
45383;878;Pitiguari;0,4162
45383;223;Poço Verde;2,44505
45383;225;Poço Xavier;0,78915
45383;209;Pojuca;0,54376
45383;4816;Pojuca Norte;0,55668
45383;583;Polvo;1,51138
45383;220;Ponta do Mel;1,2001
45383;210;Porto Carão;2,44505
45383;226;Quererá;0,52804
45383;2785;Rabo Branco;0,82707
45383;232;Redonda;2,44505
45383;242;Remanso;0,55509
45383;234;Riacho da Forquilha;0,89383
45383;245;Riacho Ouricuri;1,6049
45383;255;Riacho São Pedro;0,32276
45383;2006;Riacho Velho;2,44505
45383;243;Riachuelo;0,82787
45383;228;Rio Barra Seca;0,38821
45383;229;Rio do Bu;1,42588
45383;4125;Rio do Carmo;2,44505
45383;246;Rio dos Ovos;1,10545
45383;2425;Rio Ipiranga;0,75284
45383;235;Rio Itariri;1,64852
45383;236;Rio Itaúnas;0,40361
45383;238;Rio Itaúnas Leste;0,36801
45383;4803;Rio Joanes;0,53809
45383;4710;Rio Mariricu;0,55022
45383;4145;Rio Mariricu Sul;2,44505
45383;241;Rio Mossoró;1,93609
45383;248;Rio Pojuca;0,43126
45383;247;Rio Preto;0,50296
45383;254;Rio São Mateus;0,37131
45383;1907;Rio São Mateus Oeste;2,44505
45383;256;Rio Subaúma;1,20149
45383;257;Rio Urucu;0,52262
45383;1303;Rolinha;1,48109
45383;244;Roncador;0,69522
45383;263;Sabiá;0,36192
45383;3705;Sabiá Bico-de-Osso;0,32624
45383;3465;Sabiá da Mata;0,35207
45383;262;Salema;1,0352
45383;403;Salema Branca;2,44505
45383;267;Salina Cristal;0,29286
45383;2085;Sanhaçu;0,63827
45383;261;Santana;0,89026
45383;269;São Domingos;1,52672
45383;278;São Mateus;0,42172
45383;2885;São Mateus Leste;0,55968
