competencia;caixa;municipio;estado;royalties minimos;royalties excedentes
45627;45689;miracema-rj;rj;2639173,02;0
45627;45689;natividade-rj;rj;2248184,42;0
45627;45689;nilopolis-rj;rj;3909885,96;0
45627;45689;niteroi-rj;rj;15261955,18;77049673,53
45627;45689;nova friburgo-rj;rj;3909885,96;0
45627;45689;nova iguacu-rj;rj;3909885,96;0
45627;45689;paracambi-rj;rj;3612858,69;1093
45627;45689;paraiba do sul-rj;rj;3690356,33;0
45627;45689;parati-rj;rj;10713296,79;9775214,87
45627;45689;paty do alferes-rj;rj;3268647,37;0
45627;45689;petropolis-rj;rj;3909885,96;0
45627;45689;pinheiral-rj;rj;3192889,76;0
45627;45689;pirai-rj;rj;3175835,44;8807,04
45627;45689;porciuncula-rj;rj;2345931,56;0
45627;45689;porto real-rj;rj;3052353,65;0
45627;45689;quatis-rj;rj;2150437,27;0
45627;45689;queimados-rj;rj;3812138,81;0
45627;45689;quissama-rj;rj;10146684,84;7771813,26
45627;45689;resende-rj;rj;4389498,99;21709,31
45627;45689;rio bonito-rj;rj;3127908,79;0
45627;45689;rio claro-rj;rj;2345931,56;18,21
45627;45689;rio das flores-rj;rj;2628485,39;2465,5
45627;45689;rio das ostras-rj;rj;13566254,3;6071982,56
45627;45689;rio de janeiro-rj;rj;14066480,84;15046503,95
45627;45689;santa maria madalena-rj;rj;2052690,12;0
45627;45689;santo antonio de padua-rj;rj;3030161,62;0
45627;45689;sao fidelis-rj;rj;2932414,46;0
45627;45689;sao francisco de itabapoana-rj;rj;3030161,62;3186411,07
45627;45689;sao goncalo-rj;rj;3865818,92;551181,82
45627;45689;sao joao da barra-rj;rj;11254574,15;13076595,1
45627;45689;sao joao de meriti-rj;rj;3909885,96;0
45627;45689;sao jose de uba-rj;rj;1954942,97;0
45627;45689;sao jose do vale do rio preto-rj;rj;2541425,66;0
45627;45689;sao pedro da aldeia-rj;rj;3518897,14;6,64
45627;45689;sao sebastiao do alto-rj;rj;1954942,97;0
45627;45689;sapucaia-rj;rj;2343250,19;0
45627;45689;saquarema-rj;rj;13164877,46;164503893,6
45627;45689;seropedica-rj;rj;4084803,5;0
45627;45689;silva jardim-rj;rj;12860563,8;0
45627;45689;sumidouro-rj;rj;2248184,42;0
45627;45689;tangua-rj;rj;2736920,17;0
45627;45689;teresopolis-rj;rj;3909680,86;0
45627;45689;trajano de morais-rj;rj;2052689,9;0
45627;45689;tres rios-rj;rj;4078294,15;0
45627;45689;valenca-rj;rj;3323403,05;0
45627;45689;varre-sai-rj;rj;1954942,97;0
45627;45689;vassouras-rj;rj;3490858,29;0
45627;45689;volta redonda-rj;rj;3705156,66;483,08
45627;45689;acari-rn;rn;565,26;0
45627;45689;acu-rn;rn;1384542,43;491579,46
45627;45689;afonso bezerra-rn;rn;629034,94;3,3
45627;45689;agua nova-rn;rn;538,34;0
45627;45689;alexandria-rn;rn;592,17;0
45627;45689;almino afonso-rn;rn;538,34;0
45627;45689;alto do rodrigues-rn;rn;2877608,16;134695,27
45627;45689;antonio martins-rn;rn;538,34;0
45627;45689;apodi-rn;rn;816279,74;79010,88
45627;45689;areia branca-rn;rn;1120145,25;376310,67
45627;45689;augusto severo-rn;rn;538,34;0
45627;45689;barauna-rn;rn;798,44;0
45627;45689;caico-rn;rn;888,26;0
45627;45689;caraubas-rn;rn;873797,94;64090,22
45627;45689;carnauba dos dantas-rn;rn;538,34;0
45627;45689;carnaubais-rn;rn;685702,03;68815,54
45627;45689;cerro cora-rn;rn;565,26;0
45627;45689;coronel joao pessoa-rn;rn;538,34;0
45627;45689;cruzeta-rn;rn;538,34;0
45627;45689;currais novos-rn;rn;834,43;0
45627;45689;doutor severiano-rn;rn;538,34;0
45627;45689;encanto-rn;rn;538,34;0
45627;45689;equador-rn;rn;538,34;0
45627;45689;felipe guerra-rn;rn;2439130,17;53378,22
45627;45689;florania-rn;rn;538,34;0
45627;45689;francisco dantas-rn;rn;538,34;0
45627;45689;frutuoso gomes-rn;rn;538,34;0
45627;45689;galinhos-rn;rn;635641,13;4861,59
45627;45689;goianinha-rn;rn;223477,45;58,5
45627;45689;governador dix-sept rosado-rn;rn;925774,14;96696,1
45627;45689;grossos-rn;rn;6231274,16;0
45627;45689;guamare-rn;rn;223477,45;0
45627;45689;ielmo marinho-rn;rn;675082,92;0
45627;45689;ipanguacu-rn;rn;592,17;0
45627;45689;ipueira-rn;rn;538,34;0
45627;45689;itaja-rn;rn;538,34;0
45627;45689;itau-rn;rn;538,34;0
45627;45689;jandaira-rn;rn;646316,29;0
45627;45689;janduis-rn;rn;538,34;0
45627;45689;jardim de piranhas-rn;rn;592,17;0
45627;45689;jardim do serido-rn;rn;592,17;0
45627;45689;joao camara-rn;rn;652842,42;0
45627;45689;joao dias-rn;rn;538,34;0
45627;45689;jose da penha-rn;rn;538,34;0
45627;45689;jucurutu-rn;rn;646,01;0
45627;45689;lagoa nova-rn;rn;592,17;0
45627;45689;lucrecia-rn;rn;538,34;0
45627;45689;luis gomes-rn;rn;538,34;0
45627;45689;macaiba-rn;rn;426127,36;7327,65
45627;45689;macau-rn;rn;405838,41;540910,63
45627;45689;major sales-rn;rn;538,34;0
45627;45689;marcelino vieira-rn;rn;538,34;0
45627;45689;martins-rn;rn;538,34;0
45627;45689;messias targino-rn;rn;538,34;0
45627;45689;mossoro-rn;rn;1366866,88;666838,48
45627;45689;olho d'agua do borges-rn;rn;538,34;0
45627;45689;ouro branco-rn;rn;538,34;0
45627;45689;parana-rn;rn;538,34;0
45627;45689;parau-rn;rn;538,34;0
45627;45689;parelhas-rn;rn;699,84;0
45627;45689;patu-rn;rn;565,26;0
45627;45689;pau dos ferros-rn;rn;726,76;0
45627;45689;pedro avelino-rn;rn;538,34;0
45627;45689;pedro velho-rn;rn;639857,57;0
45627;45689;pendencias-rn;rn;223477,45;0
45627;45689;piloes-rn;rn;538,34;0
45627;45689;portalegre-rn;rn;538,34;0
45627;45689;porto do mangue-rn;rn;658754,49;18344,37
45627;45689;rafael fernandes-rn;rn;538,34;0
45627;45689;rafael godeiro-rn;rn;538,34;0
45627;45689;riacho da cruz-rn;rn;538,34;0
45627;45689;riacho de santana-rn;rn;538,34;0
45627;45689;rodolfo fernandes-rn;rn;538,34;0
45627;45689;santana do serido-rn;rn;538,34;0
45627;45689;sao fernando-rn;rn;538,34;0
45627;45689;sao francisco do oeste-rn;rn;538,34;0
45627;45689;sao joao do sabugi-rn;rn;538,34;0
45627;45689;sao jose de mipibu-rn;rn;116,46;0
45627;45689;sao jose do serido-rn;rn;538,34;0
45627;45689;sao miguel-rn;rn;699,84;0
45627;45689;sao rafael-rn;rn;538,34;0
45627;45689;sao vicente-rn;rn;538,34;0
45627;45689;serra do mel-rn;rn;4887044,89;21445,05
45627;45689;serra negra do norte-rn;rn;538,34;0
45627;45689;serrinha dos pintos-rn;rn;538,34;0
45627;45689;severiano melo-rn;rn;538,34;0
45627;45689;taboleiro grande-rn;rn;538,34;0
45627;45689;tenente ananias-rn;rn;538,34;0
45627;45689;tenente laurentino cruz-rn;rn;538,34;0
45627;45689;tibau-rn;rn;1259846,51;0
45627;45689;timbauba dos batistas-rn;rn;538,34;0
45627;45689;triunfo potiguar-rn;rn;538,34;0
45627;45689;umarizal-rn;rn;565,26;0
45627;45689;upanema-rn;rn;179685,42;61270,38
45627;45689;venha-ver-rn;rn;538,34;0
45627;45689;vicosa-rn;rn;538,34;0
45627;45689;arambare-rs;rs;0;2892,99
45627;45689;ararica-rs;rs;607336,51;2,73
45627;45689;barra do ribeiro-rs;rs;0;2892,99
45627;45689;camaqua-rs;rs;0;2892,99
45627;45689;campo bom-rs;rs;663653,3;0
45627;45689;canoas-rs;rs;224097,52;0
45627;45689;capivari do sul-rs;rs;0;2892,99
45627;45689;cidreira-rs;rs;0;590448,67
45627;45689;eldorado do sul-rs;rs;0;2892,99
45627;45689;gravatai-rs;rs;651644,34;26,89
45627;45689;guaiba-rs;rs;663658,17;2892,99
45627;45689;imbe-rs;rs;405645,91;675103,07
45627;45689;jaquirana-rs;rs;655398,17;0
45627;45689;mostardas-rs;rs;0;2892,99
45627;45689;palmares do sul-rs;rs;0;2892,99
45627;45689;pelotas-rs;rs;0;2892,99
45627;45689;porto alegre-rs;rs;0;2892,99
45627;45689;rio grande-rs;rs;637005,15;30858,74
45627;45689;sao francisco de paula-rs;rs;614368,4;7,31
45627;45689;sao jose do norte-rs;rs;0;2892,99
45627;45689;sao jose dos ausentes-rs;rs;656182,53;0
45627;45689;sao lourenco do sul-rs;rs;0;2891,98
45627;45689;tapes-rs;rs;0;2892,99
45627;45689;tavares-rs;rs;0;2892,99
45627;45689;tramandai-rs;rs;223477,45;629182,26
45627;45689;turucu-rs;rs;0;2892,99
45627;45689;viamao-rs;rs;663448,2;2892,99
45627;45689;xangri-la-rs;rs;0;669908
45627;45689;araquari-sc;sc;0;518589,63
45627;45689;balneario barra do sul-sc;sc;0;518346,88
45627;45689;barra velha-sc;sc;663653,3;0
45627;45689;campo alegre-sc;sc;663653,3;0
45627;45689;canelinha-sc;sc;738381,61;0
45627;45689;cocal do sul-sc;sc;663658,17;0
45627;45689;forquilhinha-sc;sc;663443,33;0
45627;45689;garuva-sc;sc;583996,1;564598,03
45627;45689;indaial-sc;sc;663658,17;0
45627;45689;itapoa-sc;sc;0;518591,89
45627;45689;joinville-sc;sc;0;518208,06
45627;45689;maracaja-sc;sc;663658,17;0
45627;45689;morro da fumaca-sc;sc;663658,17;0
45627;45689;nova veneza-sc;sc;662865,29;34,31
45627;45689;pomerode-sc;sc;663653,3;0
45627;45689;porto belo-sc;sc;663653,3;0
45627;45689;pouso redondo-sc;sc;706294,38;0
45627;45689;sangao-sc;sc;663653,3;0
45627;45689;sao francisco do sul-sc;sc;223477,45;1043178,19
45627;45689;sao joao batista-sc;sc;663658,17;0
45627;45689;sao pedro de alcantara-sc;sc;631625,03;8,35
45627;45689;tijucas-sc;sc;663099,93;21,65
45627;45689;timbe do sul-sc;sc;662180,36;0
45627;45689;amparo de sao francisco-se;se;117,21;0
45627;45689;aquidaba-se;se;152,36;0
45627;45689;aracaju-se;se;223477,45;0
45627;45689;araua-se;se;123,06;0
45627;45689;areia branca-se;se;604940,35;1278,81
45627;45689;barra dos coqueiros-se;se;666516,34;58313,84
45627;45689;boquim-se;se;158,22;0
45627;45689;brejo grande-se;se;734851,72;5342,74
45627;45689;campo do brito-se;se;140,64;0
45627;45689;canhoba-se;se;117,21;0
45627;45689;caninde de sao francisco-se;se;158,22;0
45627;45689;capela-se;se;585725,94;654,69
45627;45689;carira-se;se;152,36;0
45627;45689;carmopolis-se;se;223477,45;194244,07
45627;45689;cedro de sao joao-se;se;117,21;0
45627;45689;cristinapolis-se;se;140,64;0
45627;45689;cumbe-se;se;117,21;0
45627;45689;divina pastora-se;se;876061,04;151875,22
45627;45689;estancia-se;se;587418,15;9,45
45627;45689;feira nova-se;se;117,21;0
45627;45689;frei paulo-se;se;128,93;0
45627;45689;gararu-se;se;123,06;0
45627;45689;general maynard-se;se;612870,76;1192,94
45627;45689;gracho cardoso-se;se;117,21;0
45627;45689;ilha das flores-se;se;117,21;0
45627;45689;indiaroba-se;se;618966,47;0
45627;45689;itabaiana-se;se;210,97;0
45627;45689;itabaianinha-se;se;175,81;0
45627;45689;itabi-se;se;117,21;0
45627;45689;itaporanga d'ajuda-se;se;554495,18;58427,74
45627;45689;japaratuba-se;se;490742,06;205592,23
45627;45689;japoata-se;se;620087,84;0
45627;45689;lagarto-se;se;210,97;0
45627;45689;laranjeiras-se;se;607746,48;35,22
45627;45689;macambira-se;se;117,21;0
45627;45689;malhada dos bois-se;se;117,21;0
45627;45689;malhador-se;se;128,93;0
45627;45689;maruim-se;se;603947,9;22016,13
45627;45689;moita bonita-se;se;123,06;0
45627;45689;monte alegre de sergipe-se;se;128,93;0
45627;45689;muribeca-se;se;117,21;0
45627;45689;neopolis-se;se;146,51;0
45627;45689;nossa senhora aparecida-se;se;117,21;0
45627;45689;nossa senhora da gloria-se;se;169,94;0
45627;45689;nossa senhora das dores-se;se;158,22;0
45627;45689;nossa senhora de lourdes-se;se;117,21;0
45627;45689;nossa senhora do socorro-se;se;592066,82;17,67
45627;45689;pacatuba-se;se;389283,27;133,62
45627;45689;pedra mole-se;se;117,21;0
45627;45689;pedrinhas-se;se;117,21;0
45627;45689;pinhao-se;se;117,21;0
45627;45689;pirambu-se;se;683078,97;22948,07
45627;45689;poco redondo-se;se;164,09;0
45627;45689;poco verde-se;se;152,36;0
45627;45689;porto da folha-se;se;158,22;0
45627;45689;propria-se;se;164,09;0
45627;45689;riachao do dantas-se;se;146,51;0
45627;45689;riachuelo-se;se;7684266,75;23807,26
45627;45689;ribeiropolis-se;se;140,64;0
45627;45689;rosario do catete-se;se;809776,16;69759,76
45627;45689;salgado-se;se;146,51;0
45627;45689;santa luzia do itanhy-se;se;641856,22;0
45627;45689;santa rosa de lima-se;se;117,21;0
45627;45689;santana do sao francisco-se;se;649788,76;0
45627;45689;santo amaro das brotas-se;se;559500,23;18467,45
45627;45689;sao cristovao-se;se;539838,97;1204,1
45627;45689;sao domingos-se;se;123,06;0
45627;45689;sao francisco-se;se;117,21;0
45627;45689;sao miguel do aleixo-se;se;117,21;0
45627;45689;simao dias-se;se;175,81;0
45627;45689;siriri-se;se;119452,38;50455,94
45627;45689;telha-se;se;117,21;0
45627;45689;tobias barreto-se;se;187,52;0
45627;45689;tomar do geru-se;se;128,93;0
45627;45689;umbauba-se;se;152,36;0
45627;45689;aparecida-sp;sp;108628,11;0
45627;45689;aracoiaba da serra-sp;sp;705830,92;97,67
45627;45689;arapei-sp;sp;729206,34;0
45627;45689;areias-sp;sp;727758,29;0
45627;45689;aruja-sp;sp;131102,9;0
45627;45689;atibaia-sp;sp;662180,36;0
45627;45689;bananal-sp;sp;78661,73;0
45627;45689;barra do turvo-sp;sp;74915,93;0
45627;45689;barueri-sp;sp;149831,89;0
45627;45689;bertioga-sp;sp;1190381,29;4712168,79
45627;45689;bilac-sp;sp;33,56;0
45627;45689;biritiba-mirim-sp;sp;104882,28;0
45627;45689;boa esperanca do sul-sp;sp;663658,17;0
45627;45689;braganca paulista-sp;sp;708889,64;2847,54
45627;45689;cacapava-sp;sp;811444,84;18175,38
45627;45689;cachoeira paulista-sp;sp;104882,31;0
45627;45689;caieiras-sp;sp;134848,69;0
45627;45689;cajamar-sp;sp;127357,05;0
45627;45689;cajati-sp;sp;104882,31;0
45627;45689;campinas-sp;sp;725431,11;621,26
45627;45689;campos do jordao-sp;sp;116119,7;0
45627;45689;cananeia-sp;sp;1077281,07;0
45627;45689;canas-sp;sp;74915,93;0
45627;45689;caraguatatuba-sp;sp;1186511,32;7914333,53
45627;45689;carapicuiba-sp;sp;149831,89;0
45627;45689;cotia-sp;sp;149831,89;0
45627;45689;cruzeiro-sp;sp;793737,58;0
45627;45689;cubatao-sp;sp;6789719,79;40854,37
45627;45689;cunha-sp;sp;97390,71;0
45627;45689;diadema-sp;sp;149831,89;0
45627;45689;eldorado-sp;sp;86153,32;0
45627;45689;embu-guacu-sp;sp;123611,29;0
45627;45689;embu-sp;sp;149831,89;0
45627;45689;ferraz de vasconcelos-sp;sp;149831,89;0
45627;45689;francisco morato-sp;sp;149831,89;0
45627;45689;franco da rocha-sp;sp;146086,05;0
45627;45689;guararema-sp;sp;225730,25;11390920,39
45627;45689;guaratingueta-sp;sp;142340,24;0
45627;45689;guaruja-sp;sp;149831,89;0,12
45627;45689;guarulhos-sp;sp;149831,89;0
45627;45689;igarata-sp;sp;697210,17;0
45627;45689;iguape-sp;sp;1371047,9;452250,38
45627;45689;ilha comprida-sp;sp;979346,42;1535798,32
45627;45689;ilhabela-sp;sp;1666505,61;17521193,06
45627;45689;indaiatuba-sp;sp;606590,78;0,18
45627;45689;itanhaem-sp;sp;134848,69;0
45627;45689;itapecerica da serra-sp;sp;149831,89;0
45627;45689;itapetininga-sp;sp;105,5;1,61
45627;45689;itapevi-sp;sp;149831,89;0
45627;45689;itaquaquecetuba-sp;sp;149831,89;0
45627;45689;itariri-sp;sp;86153,32;0
45627;45689;itatiba-sp;sp;707417,67;1480,9
45627;45689;itu-sp;sp;599813,27;265,02
45627;45689;jacarei-sp;sp;149831,89;0
45627;45689;jacupiranga-sp;sp;89899,12;0
45627;45689;jaguariuna-sp;sp;661583,17;0
45627;45689;jambeiro-sp;sp;74915,93;0
45627;45689;jandira-sp;sp;138594,48;0
45627;45689;juquia-sp;sp;93644,93;0
45627;45689;juquitiba-sp;sp;104882,28;0
45627;45689;lagoinha-sp;sp;74915,93;0
45627;45689;lavrinhas-sp;sp;74915,93;0
45627;45689;limeira-sp;sp;706773,68;25635,46
45627;45689;lorena-sp;sp;723696,29;30341,25
45627;45689;mairipora-sp;sp;134848,62;0
45627;45689;maua-sp;sp;2640037,47;123407,43
45627;45689;miracatu-sp;sp;97390,71;0
45627;45689;moji das cruzes-sp;sp;149831,89;0
45627;45689;mongagua-sp;sp;116119,7;0
45627;45689;monteiro lobato-sp;sp;74915,93;0
45627;45689;natividade da serra-sp;sp;74915,93;0
45627;45689;osasco-sp;sp;149831,89;0
45627;45689;paraibuna-sp;sp;744189,53;0
45627;45689;pariquera-acu-sp;sp;93644,93;0
45627;45689;paulinia-sp;sp;123298,06;39,4
45627;45689;pedro de toledo-sp;sp;78661,69;0
45627;45689;peruibe-sp;sp;122535,75;148869,13
45627;45689;pindamonhangaba-sp;sp;350766,48;31465,26
45627;45689;piquete-sp;sp;86153,32;0
45627;45689;pirapora do bom jesus-sp;sp;86153,32;0
45627;45689;poa-sp;sp;138594,48;0
45627;45689;porto feliz-sp;sp;704374,42;632,16
45627;45689;potim-sp;sp;93644,93;0
45627;45689;praia grande-sp;sp;1719946,07;0,12
45627;45689;queluz-sp;sp;78661,73;0
45627;45689;redencao da serra-sp;sp;74915,93;0
45627;45689;registro-sp;sp;119865,51;0
45627;45689;ribeirao branco-sp;sp;663658,17;0
45627;45689;ribeirao pires-sp;sp;142340,24;0
45627;45689;rio claro-sp;sp;698358,84;20644,24
45627;45689;rio grande da serra-sp;sp;116119,67;0
45627;45689;roseira-sp;sp;738364,13;0
45627;45689;salesopolis-sp;sp;86153,32;118,03
45627;45689;santa branca-sp;sp;852540,11;0
45627;45689;santa isabel-sp;sp;777392,5;0
45627;45689;santana de parnaiba-sp;sp;138594,48;0
45627;45689;santo andre-sp;sp;149831,89;0
45627;45689;santo antonio do pinhal-sp;sp;74915,93;0
45627;45689;santos-sp;sp;135850,82;0,32
45627;45689;sao bento do sapucai-sp;sp;78661,73;0
45627;45689;sao bernardo do campo-sp;sp;826057,05;50989,15
45627;45689;sao caetano do sul-sp;sp;149831,89;0
45627;45689;sao carlos-sp;sp;663653,3;0
45627;45689;sao jose do barreiro-sp;sp;735961,77;0
45627;45689;sao jose dos campos-sp;sp;826686,88;35724,66
45627;45689;sao lourenco da serra-sp;sp;82407,59;0
45627;45689;sao luis do paraitinga-sp;sp;78661,73;0
45627;45689;sao paulo-sp;sp;149831,89;0
45627;45689;sao sebastiao-sp;sp;621855,13;25294518,25
45627;45689;sao vicente-sp;sp;2427210,15;0,12
45627;45689;sete barras-sp;sp;82407,52;0
45627;45689;silveiras-sp;sp;726499,02;2775,68
45627;45689;suzano-sp;sp;723108,09;143406,14
45627;45689;taboao da serra-sp;sp;149831,89;0
45627;45689;taubate-sp;sp;2636912,21;9514,69
45627;45689;tremembe-sp;sp;116119,67;0
45627;45689;ubatuba-sp;sp;743401,5;81737,37
45627;45689;vargem grande paulista-sp;sp;116119,7;0
45658;45717;anadia-al;al;652,61;0
45658;45717;atalaia-al;al;653998,77;0
45658;45717;barra de santo antonio-al;al;634508,24;379,43
45658;45717;barra de sao miguel-al;al;667024,92;0
45658;45717;boca da mata-al;al;670565,18;0
45658;45717;branquinha-al;al;62,27;0
45658;45717;cajueiro-al;al;706,99;0
45658;45717;campestre-al;al;543,84;0
45658;45717;campo alegre-al;al;897,25;0
45658;45717;capela-al;al;652,61;0
45658;45717;cha preta-al;al;543,84;0
45658;45717;colonia leopoldina-al;al;706,99;0
45658;45717;coqueiro seco-al;al;620453,83;2,01
45658;45717;coruripe-al;al;249458,9;14391,92
45658;45717;feliz deserto-al;al;601052,48;27492,32
45658;45717;flexeiras-al;al;650481,77;0
45658;45717;ibateguara-al;al;625,42;0
45658;45717;igreja nova-al;al;706,99;0
45658;45717;jacuipe-al;al;658365,52;0
45658;45717;japaratinga-al;al;543,84;0
45658;45717;jequia da praia-al;al;626915,01;2583,06
45658;45717;joaquim gomes-al;al;706,99;0
45658;45717;jundia-al;al;616,08;0
45658;45717;junqueiro-al;al;706,99;0
45658;45717;maceio-al;al;653886,64;29114,12
45658;45717;maragogi-al;al;761,38;0
45658;45717;marechal deodoro-al;al;410050,23;31032,3
45658;45717;matriz de camaragibe-al;al;655959,5;0
45658;45717;messias-al;al;666562,49;0
45658;45717;murici-al;al;734,18;0
45658;45717;novo lino-al;al;598,22;0
45658;45717;paripueira-al;al;622300,75;19878,43
45658;45717;passo de camaragibe-al;al;625,42;0
45658;45717;penedo-al;al;3075645,33;0,13
45658;45717;piacabucu-al;al;662985,85;610,19
45658;45717;pilar-al;al;4845557,67;313465,5
45658;45717;pindoba-al;al;543,84;0
45658;45717;porto calvo-al;al;734,18;0
45658;45717;porto de pedras-al;al;543,84;0
45658;45717;porto real do colegio-al;al;679,8;0
45658;45717;rio largo-al;al;609783,09;1724,01
45658;45717;roteiro-al;al;334851,52;823,33
45658;45717;santa luzia do norte-al;al;638378,38;0,94
45658;45717;santana do mundau-al;al;571,03;0
45658;45717;sao jose da laje-al;al;706,99;0
45658;45717;sao luis do quitunde-al;al;797,65;0
45658;45717;sao miguel dos campos-al;al;4389448,93;260346,82
45658;45717;sao miguel dos milagres-al;al;543,84;0
45658;45717;sao sebastiao-al;al;663945,17;0
45658;45717;satuba-al;al;795529,21;23393,25
45658;45717;teotonio vilela-al;al;650726,5;0
45658;45717;uniao dos palmares-al;al;897,34;0
45658;45717;vicosa-al;al;734,18;0
45658;45717;alvaraes-am;am;658928,83;0
45658;45717;anama-am;am;651567,28;3537,75
45658;45717;anori-am;am;642234,69;4283,28
45658;45717;autazes-am;am;0;2986,15
45658;45717;beruri-am;am;0;2569,8
45658;45717;borba-am;am;21,7;0
45658;45717;caapiranga-am;am;649962,48;831,19
45658;45717;careiro da varzea-am;am;0;2986,15
45658;45717;careiro-am;am;0;2569,8
45658;45717;coari-am;am;3946476,72;3864738,91
45658;45717;codajas-am;am;640678,59;5000,15
45658;45717;iranduba-am;am;621097,2;2985,94
45658;45717;itacoatiara-am;am;0;2986,15
45658;45717;itapiranga-am;am;0;2986,15
45658;45717;manacapuru-am;am;660109,03;2569,8
45658;45717;manaquiri-am;am;0;2569,8
45658;45717;manaus-am;am;2,5;7647,88
45658;45717;manicore-am;am;668565,25;0
45658;45717;nhamunda-am;am;661956,22;0
45658;45717;novo airao-am;am;663945,17;0
45658;45717;parintins-am;am;0;2986,15
45658;45717;rio preto da eva-am;am;73,22;0
45658;45717;santa isabel do rio negro-am;am;127,86;0
45658;45717;sao gabriel da cachoeira-am;am;21,12;0
45658;45717;sao paulo de olivenca-am;am;666892,79;0
45658;45717;silves-am;am;100585,81;61205,6
45658;45717;tabatinga-am;am;21,7;0
45658;45717;tefe-am;am;774493,74;440469,93
45658;45717;urucara-am;am;0;2986,15
45658;45717;urucurituba-am;am;0;2986,14
45658;45717;laranjal do jari-ap;ap;0;2986,15
45658;45717;macapa-ap;ap;0;2986,15
45658;45717;mazagao-ap;ap;0;2986,15
45658;45717;agua fria-ba;ba;667439,01;2,03
45658;45717;aiquara-ba;ba;660261,49;0
45658;45717;alagoinhas-ba;ba;1032130,28;287475,5
45658;45717;alcobaca-ba;ba;650080,19;0
45658;45717;amelia rodrigues-ba;ba;670090,3;0
45658;45717;aracas-ba;ba;1016208,42;215568,88
45658;45717;aurelino leal-ba;ba;649867,37;0
45658;45717;camacan-ba;ba;667403,86;0
45658;45717;camacari-ba;ba;728962,92;59003,72
45658;45717;candeias-ba;ba;827184,63;753639,03
45658;45717;caravelas-ba;ba;653147,95;0
45658;45717;cardeal da silva-ba;ba;697915,17;35849,75
45658;45717;catu-ba;ba;917910,57;181312,19
45658;45717;conde-ba;ba;3718,07;2513,27
45658;45717;dias d'avila-ba;ba;664799,8;0
45658;45717;entre rios-ba;ba;872350,94;233924,62
45658;45717;esplanada-ba;ba;884090,82;317802,44
45658;45717;eunapolis-ba;ba;601172,41;9727,21
45658;45717;gandu-ba;ba;655881,65;0
45658;45717;gongogi-ba;ba;659751,72;0
45658;45717;ibirataia-ba;ba;648240,1;0
45658;45717;ipiau-ba;ba;630756,66;0
45658;45717;itabela-ba;ba;659319,51;0
45658;45717;itabuna-ba;ba;657747,04;4443,63
45658;45717;itagi-ba;ba;669830,94;0
45658;45717;itajuipe-ba;ba;663025,95;0
45658;45717;itamaraju-ba;ba;667704,85;0
45658;45717;itanagra-ba;ba;654840,54;22441,74
45658;45717;itaparica-ba;ba;3749736,74;568241,56
45658;45717;itapebi-ba;ba;661279,38;0
45658;45717;itapitanga-ba;ba;1080065,56;0
45658;45717;jaguaripe-ba;ba;607317,97;0
45658;45717;jandaira-ba;ba;650080,19;0
45658;45717;jussari-ba;ba;660706,71;0
45658;45717;laje-ba;ba;651250,5;0
45658;45717;madre de deus-ba;ba;249458,9;1787300,81
45658;45717;maragogipe-ba;ba;612687,37;0
45658;45717;mascote-ba;ba;650028,26;0
45658;45717;mata de sao joao-ba;ba;834685,05;142075,6
45658;45717;mucuri-ba;ba;604682,8;15011,92
45658;45717;muniz ferreira-ba;ba;656170,63;0
45658;45717;nazare-ba;ba;655423,4;0
45658;45717;nova ibia-ba;ba;658215,89;0
45658;45717;nova soure-ba;ba;670090,3;0
45658;45717;nova vicosa-ba;ba;642506,27;0
45658;45717;ouricangas-ba;ba;652048,45;1684,29
45658;45717;pojuca-ba;ba;4869368,75;1006361,97
45658;45717;presidente tancredo neves-ba;ba;651114,59;0
45658;45717;salinas da margarida-ba;ba;597862,9;567945,37
45658;45717;salvador-ba;ba;0;567942,67
45658;45717;santo amaro-ba;ba;610359,71;567945,37
45658;45717;sao francisco do conde-ba;ba;249458,9;315586,69
45658;45717;sao sebastiao do passe-ba;ba;923938,34;241395,09
45658;45717;satiro dias-ba;ba;1426102,95;44,57
45658;45717;saubara-ba;ba;25,27;530272,93
45658;45717;simoes filho-ba;ba;606691,9;416,38
45658;45717;teodoro sampaio-ba;ba;593192,68;12,93
45658;45717;teolandia-ba;ba;93,41;0
45658;45717;valenca-ba;ba;646689,41;0
45658;45717;vera cruz-ba;ba;613515,02;18,55
45658;45717;wenceslau guimaraes-ba;ba;657096,41;0
45658;45717;aquiraz-ce;ce;2,5;83649,19
45658;45717;aracati-ce;ce;249458,9;23468,44
45658;45717;caucaia-ce;ce;608379,09;86116,36
45658;45717;fortaleza-ce;ce;286774,86;114805,57
45658;45717;horizonte-ce;ce;582653,85;1470,78
45658;45717;icapui-ce;ce;635124,55;15977,19
45658;45717;itapipoca-ce;ce;307,92;0
45658;45717;itarema-ce;ce;611247,1;0
45658;45717;jaguaruana-ce;ce;663332,82;6450,09
45658;45717;maracanau-ce;ce;437586,67;8608,55
45658;45717;pacajus-ce;ce;22,05;0
45658;45717;pacatuba-ce;ce;658493,62;0
45658;45717;paracuru-ce;ce;621473,93;0
45658;45717;sao goncalo do amarante-ce;ce;3303,85;16,24
45658;45717;trairi-ce;ce;609533,72;0
45658;45717;afonso claudio-es;es;242830,63;0
45658;45717;agua doce do norte-es;es;182122,97;0
45658;45717;aguia branca-es;es;173450,45;0
45658;45717;alegre-es;es;242830,63;0
