data;código do campo;campo;corrente;preço;;
45717;292;Tabuleiro dos Martins;Tabuleiro;2462,9596;;
45717;691;Tambaú;-1;2861,5169;;
45717;682;Tambuatá;Búzios;2493,2579;;
45717;4863;Tanatau;-1;2467,6256;;
45717;803;Tangará;Baiano Mistura;2519,2298;;
45717;4245;Tapiranga Norte;Rio Ventura;2496,2288;;
45717;293;Taquipe;Baiano Mistura;2519,2298;;
45717;289;Tartaruga;Tartaruga;2576,4;;
45717;3645;Tartaruga Verde;Tartaruga Verde;2477,4094;;
45717;4747;Tartaruga Verde Sudoeste;Tartaruga Verde;2477,4094;;
45717;1925;Tico-Tico;-1;2531,5544;;
45717;3866;Tiê;Tiê;2516,6456;;
45717;1383;Tigre;-1;2507,3715;;
45717;4750;Tiriba;-1;2517,7661;;
45717;4808;Tiziu;-1;2801,253;;
45717;291;Três Marias;Upanema;2558,813;;
45717;294;Trilha;-1;2506,2872;;
45717;1865;Trinca Ferro;Upanema;2558,813;;
45717;3945;Trovoada;Trovoada;2458,2611;;
45717;4045;Tubarão Azul;-1;2506,2872;;
45717;4534;Tubarão Martelo;Bravo;2345,7244;;
45717;3325;Tucano;-1;2362,368;;
45717;4746;Tucano Grande;-1;2975,7343;;
45717;1063;Tupi;Tupi;2520,5996;;
45717;295;Ubarana;-1;2801,253;;
45717;443;Uirapuru;Uirapuru;2543,7669;;
45717;296;Upanema;Upanema;2558,813;;
45717;843;Uruguá;-1;2861,5169;;
45717;4709;Urutau;-1;2355,1865;;
45717;4714;Vale do Quiricó;-1;2539,1082;;
45717;302;Varginha;Upanema;2558,813;;
45717;299;Vermelho;Pargo Cluster;2392,2903;;
45717;298;Viola;-1;2506,2872;;
45717;297;Voador;Marlim;2445,192;;
45717;303;Xaréu;-1;2975,7343;;
45717;SIX;UO SIX - SÃO MATEUS DO SUL;-2;1964,2914;;
45748;823;Abalone;Ostra;2102,7613;;
45748;783;Acajá-Burizinho;Ouro Preto;2328,3851;;
45748;563;Acauã;Upanema;2388,1729;;
45748;5;Água Grande;Rio Ventura;2319,037;;
45748;4821;Águia Real;-1;2660,5116;;
45748;7;Aguilhada;Sergipano Terra;2248,0242;;
45748;6;Agulha;-1;2701,6433;;
45748;3;Albacora;Albacora;2159,621;;
45748;4;Albacora Leste;Albacora Leste;2168,6781;;
45748;15;Alto do Rodrigues;Polo Potiguar;2192,8377;;
45748;523;Anambé;Alagoano;2466,1586;;
45748;4824;ANC_Mero;Mero;2330,2256;;
45748;4755;AnC_Norte_Atapu;Atapu;2292,0439;;
45748;4749;ANC_Tupi;Sul de Tupi;2345,1098;;
45748;1726;Andorinha;-1;2332,5826;;
45748;11;Anequim;-1;2330,7385;;
45748;9;Angelim;Sergipano Terra;2248,0242;;
45748;10;Angico;Polo Potiguar;2192,8377;;
45748;12;Apraiús;Concessão Miranga;2335,3871;;
45748;14;Arabaiana;Pescada;2701,6433;;
45748;1505;Araçari;Araçari;2367,076;;
45748;13;Araçás;Baiano Mistura;2339,2209;;
45748;4708;Araçás Leste;-1;2450,1286;;
45748;4546;Arapaçu;-1;2765,454;;
45748;4025;Arara Azul;Urucu;2554,6345;;
45748;662;Araracanga;Urucu;2554,6345;;
45748;1;Aratu;Polo Recôncavo;2271,3362;;
45748;686;Argonauta;Ostra;2102,7613;;
45748;724;Arribaçã;-1;2397,099;;
45748;16;Aruari;Sergipano Terra;2248,0242;;
45748;19;Asa Branca;Upanema;2388,1729;;
45748;21;Atalaia Sul;Sergipano Terra;2248,0242;;
45748;4652;Atapu;Atapu;2292,0439;;
45748;4845;Atapu_ECO;Atapu;2292,0439;;
45748;678;Atlanta;Atlanta;1795,6236;;
45748;20;Atum;-1;2765,454;;
45748;258;Azulão;Azulão;2765,3122;;
45748;28;Badejo;-1;2330,7385;;
45748;32;Bagre;-1;2330,7385;;
45748;24;Baixa do Algodão;Upanema;2388,1729;;
45748;464;Baleia Anã;Parque das Baleias;2233,4092;;
45748;4690;Barra Bonita;-1;2561,0508;;
45748;34;Barra do Ipiranga;-1;2660,5116;;
45748;42;Barracuda;Barracuda-Caratinga;2330,7385;;
45748;25;Barrinha;Polo Potiguar;2192,8377;;
45748;1625;Barrinha Leste;Polo Potiguar;2192,8377;;
45748;3825;Barrinha Sudoeste;Polo Potiguar;2192,8377;;
45748;2625;Baúna;Baúna;2426,2709;;
45748;4688;Bela Vista;-1;2765,454;;
45748;3245;Bem-Te-Vi;-1;2309,0778;;
45748;30;Benfica;Polo Potiguar;2192,8377;;
45748;2645;Berbigão;Berbigão;2336,18;;
45748;33;Bicudo;-1;2330,7385;;
45748;37;Bijupirá;-1;2330,7385;;
45748;35;Biquara;-1;2701,6433;;
45748;26;Biriba;-1;2765,454;;
45748;29;Boa Esperança;Upanema;2388,1729;;
45748;1605;Bom Lugar;-1;2765,454;;
45748;39;Bonito;Polo Enchova;2325,9589;;
45748;44;Bonsucesso;Rio Ventura;2319,037;;
45748;41;Brejinho RN;Upanema;2388,1729;;
45748;43;Brejo Grande;Sergipano Terra;2248,0242;;
45748;23;Buracica;Baiano Mistura;2339,2209;;
45748;4598;Búzios;Búzios;2321,2267;;
45748;4827;Búzios_ECO;Búzios;2321,2267;;
45748;4700;Caburé;Caburé;2765,454;;
45748;4706;Caburé Leste;-1;2765,454;;
45748;51;Cachoeirinha;Upanema;2388,1729;;
45748;50;Cacimbas;Cricaré;2180,3978;;
45748;56;Caioba;-1;2765,454;;
45748;4802;Camaçari;-1;2438,2816;;
45748;1184;Camarupim;-1;2660,5116;;
45748;2585;Camarupim Norte;-1;2660,5116;;
45748;3905;Cambacica;-1;2765,454;;
45748;68;Camorim;-1;2404,1992;;
45748;62;Campo Grande;Cricaré;2180,3978;;
45748;55;Canabrava;Estação NCS;2267,2442;;
45748;669;Canapu;-1;2660,5116;;
45748;666;Canário;Canário;2231,3395;;
45748;1043;Cancã;FAL;2082,1264;;
45748;46;Candeias;Polo Recôncavo;2271,3362;;
45748;53;Cangoá;Peroá;2660,5116;;
45748;63;Cantagalo;Baiano Mistura;2339,2209;;
45748;52;Canto do Amaro;Polo Potiguar;2192,8377;;
45748;78;Carapeba;Pargo Cluster;2212,7088;;
45748;2325;Carapitanga;-1;2383,5352;;
45748;80;Caratinga;Barracuda-Caratinga;2330,7385;;
45748;2505;Carcará;-1;2701,6433;;
45748;1725;Cardeal;-1;2256,1683;;
45748;4664;Cardeal Amarelo;-1;2765,454;;
45748;4665;Cardeal do Nordeste;-1;2765,454;;
45748;74;Carmópolis;Sergipano Terra;2248,0242;;
45748;82;Cassarongongo;Estação NCS;2267,2442;;
45748;67;Castanhal;Sergipano Terra;2248,0242;;
45748;1164;Caxareu;Parque das Baleias;2233,4092;;
45748;88;Cexis;Polo Recôncavo;2271,3362;;
45748;2565;Chauá;-1;2701,6433;;
45748;64;Cherne;-1;2330,7385;;
45748;1404;Cidade de Aracaju;-1;2276,2867;;
45748;66;Cioba;-1;2701,6433;;
45748;923;Colibri;-1;2292,6404;;
45748;72;Conceição;-1;2765,454;;
45748;3605;Concriz;-1;2285,8131;;
45748;61;Congro;-1;2330,7385;;
45748;83;Coqueiro Seco;Tabuleiro;2287,5845;;
45748;58;Córrego Dourado;Cricaré;2180,3978;;
45748;70;Corvina;-1;2765,454;;
45748;2005;Crejoá;-1;2168,3835;;
45748;76;Curimã;-1;2765,454;;
45748;90;Dentão;Pescada;2701,6433;;
45748;91;Dom João;Polo Recôncavo;2271,3362;;
45748;3345;Dó-Ré-Mi;-1;2188,3528;;
45748;93;Dourado;-1;2765,454;;
45748;95;Enchova;Polo Enchova;2325,9589;;
45748;96;Enchova Oeste;Polo Enchova;2325,9589;;
45748;97;Espada;-1;2765,454;;
45748;98;Espadarte;Tartaruga Verde;2301,3884;;
45748;4879;Espadim;Marlim;2267,0587;;
45748;99;Estreito;Polo Potiguar;2192,8377;;
45748;101;Fazenda Alegre;FAL;2082,1264;;
45748;102;Fazenda Alto das Pedras;Rio Ventura;2319,037;;
45748;103;Fazenda Alvorada;Baiano Mistura;2339,2209;;
45748;100;Fazenda Azevedo;Baiano Mistura;2339,2209;;
45748;106;Fazenda Bálsamo;Baiano Mistura;2339,2209;;
45748;105;Fazenda Belém BA;Estação São Roque;2330,6657;;
45748;131;Fazenda Belém CE;Fazenda Belém;2037,2519;;
45748;104;Fazenda Boa Esperança;Baiano Mistura;2339,2209;;
45748;110;Fazenda Canaan;Polo Potiguar;2192,8377;;
45748;107;Fazenda Cedro;Cricaré;2180,3978;;
45748;108;Fazenda Curral;Upanema;2388,1729;;
45748;112;Fazenda Guindaste;Tabuleiro;2287,5845;;
45748;113;Fazenda Imbé;Baiano Mistura;2339,2209;;
45748;115;Fazenda Malaquias;Upanema;2388,1729;;
45748;116;Fazenda Matinha;-1;2765,454;;
45748;117;Fazenda Onça;Concessão Miranga;2335,3871;;
45748;118;Fazenda Panelas;Baiano Mistura;2339,2209;;
45748;120;Fazenda Pau Brasil;-1;2371,6118;;
45748;119;Fazenda Pocinho;Polo Potiguar;2192,8377;;
45748;123;Fazenda Rio Branco;Fazenda Santo Estevão;2254,7643;;
45748;127;Fazenda Santa Luzia;Santa Luzia;2249,792;;
45748;129;Fazenda Santa Rosa;-1;2765,454;;
45748;125;Fazenda Santo Estevão;Fazenda Santo Estevão;2254,7643;;
45748;126;Fazenda São Jorge;Cricaré;2180,3978;;
45748;128;Fazenda São Rafael;São Rafael;2372,583;;
45748;1224;Foz do Vaza-Barris;-1;2230,863;;
45748;122;Frade;Frade;2180,1359;;
45748;130;Furado;Alagoano;2466,1586;;
45748;4085;Galo de Campina;-1;2258,6236;;
45748;136;Garoupa;-1;2765,454;;
45748;137;Garoupinha;-1;2765,454;;
45748;4528;Gavião Azul;Gavião Azul;2743,8879;;
45748;4822;Gavião Belo;-1;2765,454;;
45748;4558;Gavião Branco;Gavião Branco;2738,1554;;
45748;4617;Gavião Branco Norte;-1;2765,454;;
45748;4608;Gavião Caboclo;Gavião Caboclo;2755,2802;;
45748;4629;Gavião Carijó;-1;2765,454;;
45748;4859;Gavião Mateiro;-1;2757,0371;;
45748;4627;Gavião Preto;Gavião Preto;2756,7497;;
45748;4529;Gavião Real;Gavião Real;2739,694;;
45748;4630;Gavião Tesoura;Gavião Tesoura;2757,0371;;
45748;4666;Gavião Vermelho;Gavião Vermelho;2743,8516;;
45748;383;Golfinho;Golfinho;2314,0574;;
45748;135;Gomo;Estação NCS;2267,2442;;
45748;4531;Graúna;-1;2701,6433;;
45748;133;Guajá;-1;2701,6433;;
45748;134;Guamaré;Polo Potiguar;2192,8377;;
45748;1283;Guanambi;Polo Recôncavo;2271,3362;;
45748;3445;Guará;-1;2237,1702;;
45748;132;Guaricema;-1;2404,1992;;
45748;2405;Harpia;-1;2168,3835;;
45748;142;Icapuí;Fazenda Belém;2037,2519;;
45748;141;Ilha de Bimbarra;Polo Recôncavo;2271,3362;;
45748;144;Ilha Pequena;Sergipano Terra;2248,0242;;
45748;875;Inhambu;FAL;2082,1264;;
45748;4691;Iraí;-1;2293,0551;;
45748;4841;Irara;-1;2187,6399;;
45748;4713;Iraúna;-1;2366,3995;;
45748;1103;Irerê;Irerê;2227,1347;;
45748;4711;Itaparica;Itaparica;2258,6672;;
45748;4615;Itapu;Itapu;2351,6316;;
45748;4828;Itapu_ECO;Itapu;2351,6316;;
45748;1123;Jaçanã;Upanema;2388,1729;;
45748;147;Jacuípe;-1;2765,454;;
45748;1727;Jacupemba;-1;2660,5116;;
45748;743;Jacutinga;Cricaré;2180,3978;;
45748;150;Janduí;Upanema;2388,1729;;
45748;148;Jequiá;Tabuleiro;2287,5845;;
45748;2285;Jiribatuba;-1;2367,698;;
45748;702;João de Barro;-1;2309,0778;;
45748;153;Juazeiro;Upanema;2388,1729;;
45748;152;Jubarte;Parque das Baleias;2233,4092;;
45748;983;Juriti;Ouro Preto;2328,3851;;
45748;154;Lagoa Aroeira;Conceição B;2142,6853;;
45748;162;Lagoa do Paulo;Ouro Preto;2328,3851;;
45748;483;Lagoa do Paulo Norte;Ouro Preto;2328,3851;;
45748;673;Lagoa do Paulo Sul;Ouro Preto;2328,3851;;
45748;161;Lagoa Parda;Lagoa Parda;2291,8693;;
45748;165;Lagoa Parda Norte;-1;2660,5116;;
45748;4804;Lagoa Parda Sul;-1;2660,5116;;
45748;168;Lagoa Suruaca;Cricaré;2180,3978;;
45748;322;Lagosta;-1;2765,454;;
45748;159;Lamarão;Baiano Mistura;2339,2209;;
45748;1746;Lapa;Lapa;2206,918;;
45748;157;Leodório;Baiano Mistura;2339,2209;;
45748;167;Leste de Poço Xavier;Upanema;2388,1729;;
45748;169;Leste do Urucu;Urucu;2554,6345;;
45748;158;Linguado;Polo Pampo;2147,123;;
45748;171;Livramento;Upanema;2388,1729;;
45748;160;Lorena;Upanema;2388,1729;;
45748;4552;Maçarico;Upanema;2388,1729;;
45748;174;Macau;Macau;2256,834;;
45748;4702;Mãe-da-Lua;-1;2765,454;;
45748;186;Malhado;-1;2765,454;;
45748;185;Malombê;Baiano Mistura;2339,2209;;
45748;190;Manati;Baiano Mistura;2339,2209;;
45748;178;Mandacaru;Baiano Mistura;2339,2209;;
45748;4876;Manjuba;Albacora;2159,621;;
45748;172;Marimbá;Polo Enchova;2325,9589;;
45748;177;Mariricu Oeste;-1;2660,5116;;
45748;196;Marlim;Marlim;2267,0587;;
45748;187;Marlim Leste;-1;2330,7385;;
45748;188;Marlim Sul;Marlim Sul;2250,0611;;
45748;195;Massapê;Baiano Mistura;2339,2209;;
45748;197;Massuí;Polo Recôncavo;2271,3362;;
45748;184;Mata de São João;Estação São Roque;2330,6657;;
45748;181;Mato Grosso;Sergipano Terra;2248,0242;;
45748;189;Merluza;-1;2765,454;;
45748;4684;Mero;Mero;2330,2256;;
45748;381;Mexilhão;Condensado de Mexilhão;2744,3171;;
45748;180;Miranga;Concessão Miranga;2335,3871;;
45748;183;Miranga Norte;Concessão Miranga;2335,3871;;
45748;175;Monte Alegre;Polo Potiguar;2192,8377;;
45748;4807;Mosquito;-1;2660,5116;;
45748;192;Mossoró;Polo Potiguar;2192,8377;;
45748;4852;Muriqui;-1;2162,3855;;
45748;4718;Murucututu;Murucututu;2762,2131;;
45748;198;Namorado;-1;2765,454;;
45748;204;Nativo Oeste;-1;2660,5116;;
45748;200;Nordeste de Namorado;-1;2330,7385;;
45748;4740;Nordeste de Sapinhoá;Sapinhoá;2339,6755;;
45748;4741;Noroeste de Sapinhoá;Sapinhoá;2339,6755;;
45748;4654;Norte de Berbigão;Berbigão;2336,18;;
45748;202;Norte de Fazenda Caruaçu;Estação NCS;2267,2442;;
45748;4647;Oeste de Atapu;Atapu;2292,0439;;
45748;206;Oeste de Ubarana;-1;2701,6433;;
45748;657;Ostra;Ostra;2102,7613;;
45748;217;Pajeú;Upanema;2388,1729;;
45748;219;Pampo;Polo Pampo;2147,123;;
45748;705;Papa-Terra;Papa-Terra;2039,8781;;
45748;4689;Paramirim do Vencimento;-1;2327,7776;;
45748;207;Parati;-1;2330,7385;;
45748;1645;Pardal;Upanema;2388,1729;;
45748;215;Pargo;Pargo Cluster;2212,7088;;
45748;4556;Pariri;-1;2765,454;;
45748;208;Paru;Alagoano;2466,1586;;
45748;3885;Patativa;Upanema;2388,1729;;
45748;4593;Paturi;Upanema;2388,1729;;
45748;221;Pedra Sentada;Polo Potiguar;2192,8377;;
45748;212;Pedrinhas;Rio Ventura;2319,037;;
45748;695;Peregrino;Peregrino;2076,5539;;
45748;1144;Periquito;-1;2289,0467;;
45748;4742;Periquito Nordeste;-1;2291,2219;;
45748;4720;Periquito Norte;-1;2561,0508;;
45748;214;Peroá;Peroá;2660,5116;;
45748;213;Pescada;Pescada;2701,6433;;
45748;4805;Piaçabuçu;-1;2276,2867;;
45748;216;Pilar;Alagoano;2466,1586;;
45748;658;Pintassilgo;Polo Potiguar;2192,8377;;
45748;379;Piranema;-1;2765,454;;
45748;222;Piraúna;-1;2330,7385;;
45748;4579;Pitangola;Peregrino;2076,5539;;
45748;878;Pitiguari;-1;2341,1196;;
45748;223;Poço Verde;Polo Potiguar;2192,8377;;
45748;4816;Pojuca Norte;-1;2561,0508;;
45748;583;Polvo;Bravo;2162,5128;;
45748;220;Ponta do Mel;Ponta do Mel;2166,8267;;
45748;210;Porto Carão;Conceição B;2142,6853;;
45748;226;Quererá;-1;2765,454;;
45748;2785;Rabo Branco;Rabo Branco;2335,9327;;
45748;232;Redonda;Redonda;2103,0669;;
45748;242;Remanso;Estação São Roque;2330,6657;;
45748;234;Riacho da Forquilha;Upanema;2388,1729;;
45748;245;Riacho Ouricuri;Baiano Mistura;2339,2209;;
45748;255;Riacho São Pedro;-1;2765,454;;
45748;2006;Riacho Velho;-1;2701,6433;;
45748;243;Riachuelo;Sergipano Terra;2248,0242;;
45748;228;Rio Barra Seca;-1;2660,5116;;
45748;229;Rio do Bu;Baiano Mistura;2339,2209;;
45748;4125;Rio do Carmo;-1;2439,7511;;
45748;246;Rio dos Ovos;Estação São Roque;2330,6657;;
45748;2425;Rio Ipiranga;Rio Ipiranga;2330,7894;;
45748;235;Rio Itariri;Baiano Mistura;2339,2209;;
45748;236;Rio Itaúnas;Cricaré;2180,3978;;
45748;238;Rio Itaúnas Leste;-1;2660,5116;;
45748;4803;Rio Joanes;-1;2561,0508;;
45748;4710;Rio Mariricu;-1;2266,0147;;
45748;241;Rio Mossoró;Upanema;2388,1729;;
45748;1907;Rio São Mateus Oeste;-1;2660,5116;;
45748;256;Rio Subaúma;Estação São Roque;2330,6657;;
45748;257;Rio Urucu;Urucu;2554,6345;;
45748;1303;Rolinha;-1;2261,0024;;
45748;244;Roncador;Roncador;2267,8116;;
45748;263;Sabiá;Upanema;2388,1729;;
45748;3705;Sabiá Bico-de-Osso;Sabiá Bico de Osso;2217,0373;;
45748;3465;Sabiá da Mata;Sabiá da Mata;2246,2419;;
45748;4862;Sabiá-Laranjeira;-1;2701,6433;;
45748;4806;Saíra;-1;2660,5116;;
45748;262;Salema;-1;2765,454;;
45748;267;Salina Cristal;Conceição B;2142,6853;;
45748;2085;Sanhaçu;Sanhaçu;2605,1396;;
45748;261;Santana;-1;2404,0028;;
45748;269;São Domingos;Polo Recôncavo;2271,3362;;
45748;4695;São João;-1;2410,9866;;
45748;2885;São Mateus Leste;Cricaré;2180,3978;;
45748;284;São Pedro;Estação São Roque;2330,6657;;
45748;2365;Sapinhoá;Sapinhoá;2339,6755;;
45748;270;Sauípe;Fazenda Santo Estevão;2254,7643;;
45748;1985;Sempre Viva;-1;2765,454;;
45748;4614;Sépia;Sépia;2304,9967;;
45748;4676;Sépia Leste;Sépia;2304,9967;;
45748;4846;Sépia_ECO;Sépia;2304,9967;;
45748;279;Serra do Mel;Polo Potiguar;2192,8377;;
45748;287;Serra Vermelha;Polo Potiguar;2192,8377;;
45748;271;Serraria;Polo Potiguar;2192,8377;;
45748;276;Sesmaria;Estação São Roque;2330,6657;;
45748;3565;Sibite;Upanema;2388,1729;;
45748;277;Siri;-1;2701,6433;;
45748;288;Siririzinho;Sergipano Terra;2248,0242;;
45748;265;Socorro;Polo Recôncavo;2271,3362;;
45748;268;Socorro Extensão;Polo Recôncavo;2271,3362;;
45748;4739;Sudoeste de Sapinhoá;Sapinhoá;2339,6755;;
45748;285;Sudoeste Urucu;Urucu;2554,6345;;
45748;4758;Suindara;-1;2168,3835;;
45748;4656;Sul de Berbigão;Berbigão;2336,18;;
45748;266;Sul de Coruripe;Tabuleiro;2287,5845;;
45748;4611;Sul de Tupi;Sul de Tupi;2345,1098;;
45748;286;Sussuarana;-1;2765,454;;
45748;1023;Tabuiaiá;Cricaré;2180,3978;;
45748;292;Tabuleiro dos Martins;Tabuleiro;2287,5845;;
45748;691;Tambaú;-1;2744,3171;;
45748;682;Tambuatá;Búzios;2321,2267;;
45748;4863;Tanatau;-1;2297,8201;;
45748;803;Tangará;Baiano Mistura;2339,2209;;
45748;4245;Tapiranga Norte;Rio Ventura;2319,037;;
45748;293;Taquipe;Baiano Mistura;2339,2209;;
45748;289;Tartaruga;Tartaruga;2404,1992;;
45748;3645;Tartaruga Verde;Tartaruga Verde;2301,3884;;
45748;4747;Tartaruga Verde Sudoeste;Tartaruga Verde;2301,3884;;
45748;1925;Tico-Tico;-1;2374,2417;;
45748;3866;Tiê;Tiê;2343,8913;;
45748;1383;Tigre;-1;2344,8297;;
45748;4750;Tiriba;-1;2357,4006;;
45748;4808;Tiziu;-1;2701,6433;;
45748;291;Três Marias;Upanema;2388,1729;;
45748;294;Trilha;-1;2330,7385;;
45748;1865;Trinca Ferro;Upanema;2388,1729;;
45748;3945;Trovoada;Trovoada;2279,1421;;
45748;4045;Tubarão Azul;-1;2330,7385;;
45748;4534;Tubarão Martelo;Bravo;2162,5128;;
45748;3325;Tucano;-1;2184,8209;;
45748;4746;Tucano Grande;-1;2765,454;;
45748;1063;Tupi;Tupi;2350,4677;;
45748;295;Ubarana;-1;2701,6433;;
45748;443;Uirapuru;Uirapuru;2375,8385;;
45748;296;Upanema;Upanema;2388,1729;;
45748;843;Uruguá;-1;2744,3171;;
45748;4709;Urutau;-1;2178,0008;;
45748;4714;Vale do Quiricó;-1;2383,5352;;
45748;302;Varginha;Upanema;2388,1729;;
45748;299;Vermelho;Pargo Cluster;2212,7088;;
45748;298;Viola;-1;2330,7385;;
45748;297;Voador;Marlim;2267,0587;;
45748;303;Xaréu;-1;2765,454;;
45748;4696;PA-1GALP42RN_POT-T-743;-1;2561,0508;;
45748;4719;PA-1-GOP-1A-BA_REC-T-107;-1;2765,454;;
45748;4416;PA-1IMET27ES_ES-T-487;-1;2660,5116;;
45748;4640;PA-1PGN1MA_PN-T-48_BT-PN-4;-1;2757,0371;;
45748;SIX;UO SIX - SÃO MATEUS DO SUL;-2;1795,6236;;
45778;823;Abalone;Ostra;1940,6008;;
45778;783;Acajá-Burizinho;Ouro Preto;2155,4176;;
45778;563;Acauã;Upanema;2213,3508;;
45778;5;Água Grande;Rio Ventura;2146,7637;;
45778;4821;Águia Real;-1;2493,575;;
45778;7;Aguilhada;Sergipano Terra;2079,5706;;
45778;6;Agulha;-1;2524,6659;;
45778;3;Albacora;Albacora;1995,6684;;
45778;4;Albacora Leste;Albacora Leste;2004,1334;;
45778;15;Alto do Rodrigues;Polo Potiguar;2027,4364;;
45778;523;Anambé;Alagoano;2290,2244;;
45778;4824;ANC_Mero;Mero;2158,269;;
45778;4755;AnC_Norte_Atapu;Atapu;2122,787;;
45778;4749;ANC_Tupi;Sul de Tupi;2172,9751;;
45778;1726;Andorinha;-1;2182,9728;;
45778;11;Anequim;-1;2158,1514;;
45778;9;Angelim;Sergipano Terra;2079,5706;;
45778;10;Angico;Polo Potiguar;2027,4364;;
45778;12;Apraiús;Concessão Miranga;2162,1434;;
45778;14;Arabaiana;Pescada;2524,6659;;
45778;1505;Araçari;Araçari;2190,112;;
45778;13;Araçás;Baiano Mistura;2165,1338;;
45778;4708;Araçás Leste;-1;2278,1951;;
45778;4546;Arapaçu;-1;2592,3793;;
45778;4025;Arara Azul;Urucu;2378,7459;;
45778;662;Araracanga;Urucu;2378,7459;;
45778;1;Aratu;Polo Recôncavo;2102,4851;;
45778;686;Argonauta;Ostra;1940,6008;;
45778;724;Arribaçã;-1;2225,7722;;
45778;16;Aruari;Sergipano Terra;2079,5706;;
45778;19;Asa Branca;Upanema;2213,3508;;
45778;21;Atalaia Sul;Sergipano Terra;2079,5706;;
45778;4652;Atapu;Atapu;2122,787;;
45778;4845;Atapu_ECO;Atapu;2122,787;;
45778;678;Atlanta;Atlanta;1655,4224;;
45778;20;Atum;-1;2592,3793;;
45778;258;Azulão;Azulão;2592,0407;;
45778;28;Badejo;-1;2158,1514;;
45778;32;Bagre;-1;2158,1514;;
45778;24;Baixa do Algodão;Upanema;2213,3508;;
45778;464;Baleia Anã;Parque das Baleias;2066,194;;
45778;4690;Barra Bonita;-1;2388,4798;;
45778;34;Barra do Ipiranga;-1;2493,575;;
45778;42;Barracuda;Barracuda-Caratinga;2158,1514;;
45778;25;Barrinha;Polo Potiguar;2027,4364;;
45778;1625;Barrinha Leste;Polo Potiguar;2027,4364;;
45778;3825;Barrinha Sudoeste;Polo Potiguar;2027,4364;;
45778;2625;Baúna;Baúna;2251,1425;;
45778;4688;Bela Vista;-1;2592,3793;;
45778;3245;Bem-Te-Vi;-1;2139,4249;;
45778;30;Benfica;Polo Potiguar;2027,4364;;
45778;2645;Berbigão;Berbigão;2163,3089;;
45778;33;Bicudo;-1;2158,1514;;
45778;37;Bijupirá;-1;2158,1514;;
45778;35;Biquara;-1;2524,6659;;
45778;26;Biriba;-1;2592,3793;;
45778;29;Boa Esperança;Upanema;2213,3508;;
45778;1605;Bom Lugar;-1;2592,3793;;
45778;39;Bonito;Polo Enchova;2154,3519;;
45778;44;Bonsucesso;Rio Ventura;2146,7637;;
45778;41;Brejinho RN;Upanema;2213,3508;;
45778;43;Brejo Grande;Sergipano Terra;2079,5706;;
45778;23;Buracica;Baiano Mistura;2165,1338;;
45778;4598;Búzios;Búzios;2149,9964;;
45778;4827;Búzios_ECO;Búzios;2149,9964;;
45778;4700;Caburé;Caburé;2592,3793;;
45778;4706;Caburé Leste;-1;2592,3793;;
45778;51;Cachoeirinha;Upanema;2213,3508;;
45778;50;Cacimbas;Cricaré;2014,566;;
45778;56;Caioba;-1;2592,3793;;
45778;4802;Camaçari;-1;2266,4616;;
45778;1184;Camarupim;-1;2493,575;;
45778;2585;Camarupim Norte;-1;2493,575;;
45778;3905;Cambacica;-1;2592,3793;;
45778;68;Camorim;-1;2228,0925;;
45778;62;Campo Grande;Cricaré;2014,566;;
45778;55;Canabrava;Estação NCS;2097,3241;;
45778;669;Canapu;-1;2493,575;;
45778;666;Canário;Canário;2061,507;;
45778;1043;Cancã;FAL;1921,0866;;
45778;46;Candeias;Polo Recôncavo;2102,4851;;
45778;53;Cangoá;Peroá;2493,575;;
45778;63;Cantagalo;Baiano Mistura;2165,1338;;
45778;52;Canto do Amaro;Polo Potiguar;2027,4364;;
45778;78;Carapeba;Pargo Cluster;2046,0489;;
45778;2325;Carapitanga;-1;2212,4099;;
45778;80;Caratinga;Barracuda-Caratinga;2158,1514;;
45778;2505;Carcará;-1;2524,6659;;
45778;1725;Cardeal;-1;2089,2511;;
45778;4664;Cardeal Amarelo;-1;2592,3793;;
45778;4665;Cardeal do Nordeste;-1;2592,3793;;
45778;74;Carmópolis;Sergipano Terra;2079,5706;;
45778;82;Cassarongongo;Estação NCS;2097,3241;;
45778;67;Castanhal;Sergipano Terra;2079,5706;;
45778;1164;Caxareu;Parque das Baleias;2066,194;;
45778;88;Cexis;Polo Recôncavo;2102,4851;;
45778;2565;Chauá;-1;2524,6659;;
45778;64;Cherne;-1;2158,1514;;
45778;1404;Cidade de Aracaju;-1;2107,557;;
45778;66;Cioba;-1;2524,6659;;
45778;923;Colibri;-1;2153,3825;;
45778;72;Conceição;-1;2592,3793;;
45778;3605;Concriz;-1;2116,792;;
45778;61;Congro;-1;2158,1514;;
45778;83;Coqueiro Seco;Tabuleiro;2117,5583;;
45778;58;Córrego Dourado;Cricaré;2014,566;;
45778;70;Corvina;-1;2592,3793;;
45778;2005;Crejoá;-1;2005,0851;;
45778;76;Curimã;-1;2592,3793;;
45778;90;Dentão;Pescada;2524,6659;;
45778;91;Dom João;Polo Recôncavo;2102,4851;;
45778;3345;Dó-Ré-Mi;-1;2023,5942;;
45778;93;Dourado;-1;2592,3793;;
45778;95;Enchova;Polo Enchova;2154,3519;;
45778;96;Enchova Oeste;Polo Enchova;2154,3519;;
45778;97;Espada;-1;2592,3793;;
45778;98;Espadarte;Tartaruga Verde;2129,9939;;
45778;4879;Espadim;Marlim;2097,5771;;
