data;código do campo;campo;corrente;preço;;
45383;1805;Albatroz;-1;3328,995;;
45383;15;Alto do Rodrigues;Polo Potiguar;2405,8173;;
45383;523;Anambé;Alagoano;2826,8725;;
45383;4824;ANC_Mero;Mero;2679,305;;
45383;4755;AnC_Norte_Atapu;Atapu;2618,0884;;
45383;4749;ANC_Tupi;Sul de Tupi;2704,8683;;
45383;1726;Andorinha;-1;2765,9882;;
45383;11;Anequim;Cabiúnas Mistura;2612,666;;
45383;9;Angelim;Sergipano Terra;2531,4181;;
45383;10;Angico;Polo Potiguar;2405,8173;;
45383;12;Apraiús;Miranga ECOL-B;2770,9976;;
45383;14;Arabaiana;Pescada;3334,7367;;
45383;1505;Araçari;-1;3334,7367;;
45383;13;Araçás;Baiano Mistura;2687,0369;;
45383;4708;Araçás Leste;-1;3094,8508;;
45383;4546;Arapaçu;-1;3464,0567;;
45383;4025;Arara Azul;Urucu;3071,726;;
45383;662;Araracanga;Urucu;3071,726;;
45383;1;Aratu;Polo Recôncavo;2581,9739;;
45383;686;Argonauta;Ostra;2352,0068;;
45383;724;Arribaçã;-1;2874,6607;;
45383;16;Aruari;Sergipano Terra;2531,4181;;
45383;19;Asa Branca;Upanema;2776,4167;;
45383;21;Atalaia Sul;Sergipano Terra;2531,4181;;
45383;4652;Atapu;Atapu;2618,0884;;
45383;4845;Atapu_ECO;Atapu;2618,0884;;
45383;678;Atlanta;Atlanta;1899,0369;;
45383;20;Atum;-1;3464,0567;;
45383;258;Azulão;Azulão;3459,8311;;
45383;4886;Azulão Oeste;-1;3459,8311;;
45383;28;Badejo;-1;2677,3244;;
45383;32;Bagre;Cabiúnas Mistura;2612,666;;
45383;24;Baixa do Algodão;Upanema;2776,4167;;
45383;464;Baleia Anã;Parque das Baleias;2553,7332;;
45383;4690;Barra Bonita;-1;3094,8508;;
45383;34;Barra do Ipiranga;-1;3328,995;;
45383;42;Barracuda;Barracuda-Caratinga;2677,3244;;
45383;25;Barrinha;Polo Potiguar;2405,8173;;
45383;1625;Barrinha Leste;Polo Potiguar;2405,8173;;
45383;3825;Barrinha Sudoeste;Polo Potiguar;2405,8173;;
45383;2625;Baúna;Baúna;2841,417;;
45383;4688;Bela Vista;-1;3464,0567;;
45383;3245;Bem-Te-Vi;-1;2647,6903;;
45383;30;Benfica;Polo Potiguar;2405,8173;;
45383;2645;Berbigão;Berbigão-Sururu;2685,7015;;
45383;33;Bicudo;-1;2677,3244;;
45383;37;Bijupirá;-1;2677,3244;;
45383;35;Biquara;-1;3334,7367;;
45383;26;Biriba;-1;3464,0567;;
45383;29;Boa Esperança;Upanema;2776,4167;;
45383;1605;Bom Lugar;-1;3464,0567;;
45383;39;Bonito;Polo Enchova;2662,0574;;
45383;44;Bonsucesso;Rio Ventura;2656,6931;;
45383;41;Brejinho RN;Upanema;2776,4167;;
45383;43;Brejo Grande;Sergipano Terra;2531,4181;;
45383;23;Buracica;Baiano Mistura;2687,0369;;
45383;4598;Búzios;Búzios;2664,3379;;
45383;4827;Búzios_ECO;Búzios;2664,3379;;
45383;4700;Caburé;Caburé;3464,0567;;
45383;4706;Caburé Leste;-1;3464,0567;;
45383;51;Cachoeirinha;Upanema;2776,4167;;
45383;50;Cacimbas;Cricaré;2415,4652;;
45383;56;Caioba;-1;3464,0567;;
45383;4802;Camaçari;-1;3094,8508;;
45383;1184;Camarupim;-1;3328,995;;
45383;2585;Camarupim Norte;-1;3328,995;;
45383;3905;Cambacica;-1;3464,0567;;
45383;68;Camorim;-1;2797,9674;;
45383;62;Campo Grande;Cricaré;2415,4652;;
45383;55;Canabrava;Estação NCS;2591,9089;;
45383;669;Canapu;-1;3328,995;;
45383;666;Canário;-1;3464,0567;;
45383;1043;Cancã;FAL;2261,598;;
45383;46;Candeias;Polo Recôncavo;2581,9739;;
45383;53;Cangoá;Peroá;3328,995;;
45383;63;Cantagalo;Baiano Mistura;2687,0369;;
45383;52;Canto do Amaro;Polo Potiguar;2405,8173;;
45383;79;Carapanaúba;Urucu;3071,726;;
45383;78;Carapeba;Pargo Cluster;2482,1913;;
45383;2325;Carapitanga;-1;2777,7102;;
45383;80;Caratinga;Barracuda-Caratinga;2677,3244;;
45383;2505;Carcará;-1;3334,7367;;
45383;1725;Cardeal;Cardeal;2538,8371;;
45383;4664;Cardeal Amarelo;-1;3464,0567;;
45383;4665;Cardeal do Nordeste;-1;3464,0567;;
45383;74;Carmópolis;Sergipano Terra;2531,4181;;
45383;82;Cassarongongo;Estação NCS;2591,9089;;
45383;67;Castanhal;Sergipano Terra;2531,4181;;
45383;88;Cexis;Polo Recôncavo;2581,9739;;
45383;2565;Chauá;-1;3334,7367;;
45383;64;Cherne;Cabiúnas Mistura;2612,666;;
45383;1404;Cidade de Aracaju;-1;2591,3767;;
45383;60;Cidade de Entre Rios;Baiano Mistura;2687,0369;;
45383;66;Cioba;-1;3334,7367;;
45383;923;Colibri;Colibri;2647,3193;;
45383;72;Conceição;-1;3464,0567;;
45383;3605;Concriz;-1;2686,7724;;
45383;61;Congro;Cabiúnas Mistura;2612,666;;
45383;83;Coqueiro Seco;-1;2826,8725;;
45383;58;Córrego Dourado;Cricaré;2415,4652;;
45383;70;Corvina;Cabiúnas Mistura;2612,666;;
45383;2005;Crejoá;-1;2424,11;;
45383;86;Cupiúba;Urucu;3071,726;;
45383;76;Curimã;-1;3464,0567;;
45383;90;Dentão;Pescada;3334,7367;;
45383;91;Dom João;Polo Recôncavo;2581,9739;;
45383;3345;Dó-Ré-Mi;-1;2445,5445;;
45383;93;Dourado;-1;3464,0567;;
45383;95;Enchova;Polo Enchova;2662,0574;;
45383;96;Enchova Oeste;Polo Enchova;2662,0574;;
45383;97;Espada;-1;3464,0567;;
45383;98;Espadarte;Tartaruga Verde;2636,9811;;
45383;4879;Espadim;Marlim;2587,1285;;
45383;99;Estreito;Polo Potiguar;2405,8173;;
45383;101;Fazenda Alegre;FAL;2261,598;;
45383;102;Fazenda Alto das Pedras;-1;3464,0567;;
45383;103;Fazenda Alvorada;Baiano Mistura;2687,0369;;
45383;100;Fazenda Azevedo;Baiano Mistura;2687,0369;;
45383;106;Fazenda Bálsamo;Baiano Mistura;2687,0369;;
45383;105;Fazenda Belém BA;Estação São Roque;2676,6986;;
45383;131;Fazenda Belém CE;Fazenda Belém;2211,8325;;
45383;104;Fazenda Boa Esperança;Baiano Mistura;2687,0369;;
45383;110;Fazenda Canaan;Polo Potiguar;2405,8173;;
45383;107;Fazenda Cedro;Cricaré;2415,4652;;
45383;108;Fazenda Curral;Upanema;2776,4167;;
45383;112;Fazenda Guindaste;-1;3464,0567;;
45383;113;Fazenda Imbé;Baiano Mistura;2687,0369;;
45383;115;Fazenda Malaquias;Upanema;2776,4167;;
45383;116;Fazenda Matinha;-1;3464,0567;;
45383;117;Fazenda Onça;Miranga ECOL-B;2770,9976;;
45383;118;Fazenda Panelas;Baiano Mistura;2687,0369;;
45383;120;Fazenda Pau Brasil;-1;2826,8725;;
45383;119;Fazenda Pocinho;Polo Potiguar;2405,8173;;
45383;123;Fazenda Rio Branco;Fazenda Santo Estevão;2552,6558;;
45383;127;Fazenda Santa Luzia;Santa Luzia;2553,3236;;
45383;129;Fazenda Santa Rosa;-1;3464,0567;;
45383;125;Fazenda Santo Estevão;Fazenda Santo Estevão;2552,6558;;
45383;126;Fazenda São Jorge;Cricaré;2415,4652;;
45383;128;Fazenda São Rafael;São Rafael;2702,6555;;
45383;1224;Foz do Vaza-Barris;-1;2797,9674;;
45383;122;Frade;Frade;2439,9416;;
45383;130;Furado;Alagoano;2826,8725;;
45383;4085;Galo de Campina;-1;2570,884;;
45383;136;Garoupa;Cabiúnas Mistura;2612,666;;
45383;137;Garoupinha;Cabiúnas Mistura;2612,666;;
45383;4528;Gavião Azul;-1;3453,9636;;
45383;4822;Gavião Belo;-1;3453,9636;;
45383;4558;Gavião Branco;Gavião Branco;3293,4386;;
45383;4617;Gavião Branco Norte;-1;3453,9636;;
45383;4608;Gavião Caboclo;Gavião Caboclo;3388,4859;;
45383;4629;Gavião Carijó;-1;3464,0567;;
45383;4859;Gavião Mateiro;-1;3453,9636;;
45383;4627;Gavião Preto;Gavião Preto;3393,4147;;
45383;4529;Gavião Real;Gavião Real;3305,8767;;
45383;4630;Gavião Tesoura;Gavião Tesoura;3453,9636;;
45383;4666;Gavião Vermelho;Gavião Vermelho;3339,672;;
45383;383;Golfinho;Golfinho;2639,1713;;
45383;135;Gomo;Estação NCS;2591,9089;;
45383;4531;Graúna;-1;3334,7367;;
45383;133;Guajá;-1;3334,7367;;
45383;134;Guamaré;Polo Potiguar;2405,8173;;
45383;1283;Guanambi;Polo Recôncavo;2581,9739;;
45383;3445;Guará;-1;2525,3119;;
45383;132;Guaricema;-1;2797,9674;;
45383;2405;Harpia;-1;2414,3588;;
45383;142;Icapuí;Fazenda Belém;2211,8325;;
45383;141;Ilha de Bimbarra;Polo Recôncavo;2581,9739;;
45383;144;Ilha Pequena;Sergipano Terra;2531,4181;;
45383;875;Inhambu;FAL;2261,598;;
45383;4691;Iraí;-1;2735,3766;;
45383;4841;Irara;-1;2444,4123;;
45383;4713;Iraúna;-1;2754,4306;;
45383;1103;Irerê;-1;3334,7367;;
45383;4711;Itaparica;Itaparica;2556,7202;;
45383;4615;Itapu;Itapu;2710,4036;;
45383;4828;Itapu_ECO;Itapu;2710,4036;;
45383;1123;Jaçanã;Upanema;2776,4167;;
45383;147;Jacuípe;-1;3464,0567;;
45383;1727;Jacupemba;-1;3328,995;;
45383;743;Jacutinga;Cricaré;2415,4652;;
45383;150;Janduí;Upanema;2776,4167;;
45383;148;Jequiá;-1;2826,8725;;
45383;2285;Jiribatuba;-1;2749,8502;;
45383;702;João de Barro;-1;2493,3714;;
45383;153;Juazeiro;Upanema;2776,4167;;
45383;152;Jubarte;Parque das Baleias;2553,7332;;
45383;983;Juriti;Ouro Preto;2671,7698;;
45383;154;Lagoa Aroeira;Conceição B;2358,3485;;
45383;162;Lagoa do Paulo;Ouro Preto;2671,7698;;
45383;483;Lagoa do Paulo Norte;Ouro Preto;2671,7698;;
45383;673;Lagoa do Paulo Sul;Ouro Preto;2671,7698;;
45383;161;Lagoa Parda;-1;3328,995;;
45383;165;Lagoa Parda Norte;-1;3328,995;;
45383;4804;Lagoa Parda Sul;-1;3328,995;;
45383;168;Lagoa Suruaca;Cricaré;2415,4652;;
45383;322;Lagosta;Condensado de Merluza;3436,8547;;
45383;159;Lamarão;Baiano Mistura;2687,0369;;
45383;1746;Lapa;Lapa;2481,701;;
45383;157;Leodório;Baiano Mistura;2687,0369;;
45383;167;Leste de Poço Xavier;Upanema;2776,4167;;
45383;169;Leste do Urucu;Urucu;3071,726;;
45383;158;Linguado;Polo Pampo;2446,0477;;
45383;171;Livramento;Upanema;2776,4167;;
45383;160;Lorena;Upanema;2776,4167;;
45383;4552;Maçarico;Upanema;2776,4167;;
45383;174;Macau;Macau;2565,0359;;
45383;4702;Mãe-da-Lua;-1;3464,0567;;
45383;186;Malhado;Cabiúnas Mistura;2612,666;;
45383;185;Malombê;Baiano Mistura;2687,0369;;
45383;190;Manati;Baiano Mistura;2687,0369;;
45383;178;Mandacaru;Baiano Mistura;2687,0369;;
45383;4876;Manjuba;Albacora;2428,1163;;
45383;172;Marimbá;Polo Enchova;2662,0574;;
45383;177;Mariricu Oeste;-1;3328,995;;
45383;196;Marlim;Marlim;2587,1285;;
45383;187;Marlim Leste;Marlim Leste;2596,8926;;
45383;188;Marlim Sul;Marlim Sul;2555,417;;
45383;195;Massapê;Baiano Mistura;2687,0369;;
45383;197;Massuí;Polo Recôncavo;2581,9739;;
45383;184;Mata de São João;Estação São Roque;2676,6986;;
45383;181;Mato Grosso;Sergipano Terra;2531,4181;;
45383;189;Merluza;Condensado de Merluza;3436,8547;;
45383;4684;Mero;Mero;2679,305;;
45383;381;Mexilhão;Condensado de Mexilhão;3389,7375;;
45383;180;Miranga;Miranga ECOL-B;2770,9976;;
45383;183;Miranga Norte;Miranga ECOL-B;2770,9976;;
45383;175;Monte Alegre;Polo Potiguar;2405,8173;;
45383;4807;Mosquito;-1;3328,995;;
45383;192;Mossoró;Polo Potiguar;2405,8173;;
45383;4852;Muriqui;-1;3094,8508;;
45383;4718;Murucututu;Murucututu;3442,8157;;
45383;198;Namorado;Cabiúnas Mistura;2612,666;;
45383;204;Nativo Oeste;-1;3328,995;;
45383;200;Nordeste de Namorado;Cabiúnas Mistura;2612,666;;
45383;4740;Nordeste de Sapinhoá;Sapinhoá;2694,6591;;
45383;4741;Noroeste de Sapinhoá;Sapinhoá;2694,6591;;
45383;4654;Norte de Berbigão;Berbigão-Sururu;2685,7015;;
45383;202;Norte de Fazenda Caruaçu;Estação NCS;2591,9089;;
45383;4658;Norte de Sururu;Berbigão-Sururu;2685,7015;;
45383;4647;Oeste de Atapu;Atapu;2618,0884;;
45383;206;Oeste de Ubarana;-1;3464,0567;;
45383;657;Ostra;Ostra;2352,0068;;
45383;217;Pajeú;Upanema;2776,4167;;
45383;219;Pampo;Polo Pampo;2446,0477;;
45383;705;Papa-Terra;Papa-Terra;2147,0225;;
45383;4689;Paramirim do Vencimento;-1;2680,0953;;
45383;207;Parati;Cabiúnas Mistura;2612,666;;
45383;1645;Pardal;Upanema;2776,4167;;
45383;215;Pargo;Pargo Cluster;2482,1913;;
45383;4556;Pariri;-1;3464,0567;;
45383;208;Paru;Alagoano;2826,8725;;
45383;3885;Patativa;Upanema;2776,4167;;
45383;4593;Paturi;Upanema;2776,4167;;
45383;221;Pedra Sentada;Polo Potiguar;2405,8173;;
45383;212;Pedrinhas;Rio Ventura;2656,6931;;
45383;695;Peregrino;Peregrino;2224,1061;;
45383;1144;Periquito;-1;2613,2047;;
45383;4742;Periquito Nordeste;-1;2612,0919;;
45383;4720;Periquito Norte;-1;3094,8508;;
45383;214;Peroá;Peroá;3328,995;;
45383;213;Pescada;Pescada;3334,7367;;
45383;4805;Piaçabuçu;-1;3094,8508;;
45383;216;Pilar;Alagoano;2826,8725;;
45383;658;Pintassilgo;Polo Potiguar;2405,8173;;
45383;379;Piranema;-1;3464,0567;;
45383;222;Piraúna;-1;2677,3244;;
45383;4579;Pitangola;Peregrino;2224,1061;;
45383;878;Pitiguari;-1;3334,7367;;
45383;223;Poço Verde;Polo Potiguar;2405,8173;;
45383;4816;Pojuca Norte;-1;3094,8508;;
45383;583;Polvo;Bravo;2376,7315;;
45383;220;Ponta do Mel;Ponta do Mel;2394,9565;;
45383;210;Porto Carão;Conceição B;2358,3485;;
45383;226;Quererá;-1;3464,0567;;
45383;2785;Rabo Branco;-1;2752,1372;;
45383;232;Redonda;Redonda;2302,3123;;
45383;242;Remanso;Estação São Roque;2676,6986;;
45383;234;Riacho da Forquilha;Upanema;2776,4167;;
45383;245;Riacho Ouricuri;Baiano Mistura;2687,0369;;
45383;255;Riacho São Pedro;-1;3464,0567;;
45383;2006;Riacho Velho;-1;3334,7367;;
45383;243;Riachuelo;Sergipano Terra;2531,4181;;
45383;228;Rio Barra Seca;-1;3328,995;;
45383;229;Rio do Bu;Baiano Mistura;2687,0369;;
45383;4125;Rio do Carmo;-1;2877,2767;;
45383;246;Rio dos Ovos;Estação São Roque;2676,6986;;
45383;2425;Rio Ipiranga;-1;3328,995;;
45383;235;Rio Itariri;Baiano Mistura;2687,0369;;
45383;236;Rio Itaúnas;Cricaré;2415,4652;;
45383;238;Rio Itaúnas Leste;-1;3328,995;;
45383;4803;Rio Joanes;-1;3094,8508;;
45383;4710;Rio Mariricu;-1;2573,8936;;
45383;241;Rio Mossoró;Upanema;2776,4167;;
45383;1907;Rio São Mateus Oeste;-1;3328,995;;
45383;256;Rio Subaúma;Estação São Roque;2676,6986;;
45383;257;Rio Urucu;Urucu;3071,726;;
45383;1303;Rolinha;-1;2565,394;;
45383;244;Roncador;Roncador;2588,8026;;
45383;263;Sabiá;Upanema;2776,4167;;
45383;3705;Sabiá Bico-de-Osso;Sabiá Bico de Osso;2505,7934;;
45383;3465;Sabiá da Mata;Sabiá da Mata;2535,9727;;
45383;4806;Saíra;-1;3328,995;;
45383;262;Salema;-1;3464,0567;;
45383;403;Salema Branca;-1;3334,7367;;
45383;267;Salina Cristal;Conceição B;2358,3485;;
45383;2085;Sanhaçu;Sanhaçu;3186,724;;
45383;261;Santana;-1;2813,8408;;
45383;269;São Domingos;Polo Recôncavo;2581,9739;;
45383;4695;São João;-1;2826,2048;;
45383;2885;São Mateus Leste;Cricaré;2415,4652;;
45383;284;São Pedro;Estação São Roque;2676,6986;;
45383;2365;Sapinhoá;Sapinhoá;2694,6591;;
45383;270;Sauípe;Fazenda Santo Estevão;2552,6558;;
45383;1985;Sempre Viva;-1;3464,0567;;
45383;4614;Sépia;Sépia;2641,3099;;
45383;4676;Sépia Leste;Sépia;2641,3099;;
45383;4846;Sépia_ECO;Sépia;2641,3099;;
45383;279;Serra do Mel;Polo Potiguar;2405,8173;;
45383;287;Serra Vermelha;Polo Potiguar;2405,8173;;
45383;271;Serraria;Polo Potiguar;2405,8173;;
45383;276;Sesmaria;Estação São Roque;2676,6986;;
45383;3565;Sibite;Upanema;2776,4167;;
45383;277;Siri;-1;3334,7367;;
45383;288;Siririzinho;Sergipano Terra;2531,4181;;
45383;265;Socorro;Polo Recôncavo;2581,9739;;
45383;268;Socorro Extensão;Polo Recôncavo;2581,9739;;
45383;4739;Sudoeste de Sapinhoá;Sapinhoá;2694,6591;;
45383;285;Sudoeste Urucu;Urucu;3071,726;;
45383;4758;Suindara;-1;2414,3588;;
45383;4656;Sul de Berbigão;Berbigão-Sururu;2685,7015;;
45383;266;Sul de Coruripe;-1;2826,8725;;
45383;4660;Sul de Sururu;Berbigão-Sururu;2685,7015;;
45383;4611;Sul de Tupi;Sul de Tupi;2704,8683;;
45383;4649;Sururu;Berbigão-Sururu;2685,7015;;
45383;286;Sussuarana;-1;3464,0567;;
45383;1023;Tabuiaiá;Cricaré;2415,4652;;
45383;292;Tabuleiro dos Martins;-1;2826,8725;;
45383;691;Tambaú;Tambaú-Uruguá;2732,0574;;
45383;682;Tambuatá;Búzios;2664,3379;;
45383;803;Tangará;Baiano Mistura;2687,0369;;
45383;4245;Tapiranga Norte;Rio Ventura;2656,6931;;
45383;293;Taquipe;Baiano Mistura;2687,0369;;
45383;289;Tartaruga;Tartaruga;2797,9674;;
45383;3645;Tartaruga Verde;Tartaruga Verde;2636,9811;;
45383;4747;Tartaruga Verde Sudoeste;Tartaruga Verde;2636,9811;;
45383;1925;Tico-Tico;-1;2761,3464;;
45383;3866;Tiê;Tiê;2700,2653;;
45383;1383;Tigre;-1;2709,8004;;
45383;4750;Tiriba;-1;2731,7929;;
45383;4808;Tiziu;-1;3334,7367;;
45383;291;Três Marias;Upanema;2776,4167;;
45383;294;Trilha;-1;2677,3244;;
45383;1865;Trinca Ferro;Upanema;2776,4167;;
45383;3945;Trovoada;-1;3464,0567;;
45383;4045;Tubarão Azul;-1;2677,3244;;
45383;4534;Tubarão Martelo;Bravo;2376,7315;;
45383;3325;Tucano;-1;2439,9448;;
45383;4746;Tucano Grande;-1;3464,0567;;
45383;1063;Tupi;Tupi;2712,9325;;
45383;295;Ubarana;-1;3334,7367;;
45383;443;Uirapuru;-1;3464,0567;;
45383;296;Upanema;Upanema;2776,4167;;
45383;843;Uruguá;Tambaú-Uruguá;2732,0574;;
45383;4709;Urutau;-1;2429,2259;;
45383;4714;Vale do Quiricó;-1;2777,7102;;
45383;302;Varginha;Upanema;2776,4167;;
45383;299;Vermelho;Pargo Cluster;2482,1913;;
45383;298;Viola;Cabiúnas Mistura;2612,666;;
45383;297;Voador;Marlim;2587,1285;;
45383;4696;PA-1GALP42RN_POT-T-743;-1;3094,8508;;
45383;4719;PA-1-GOP-1A-BA_REC-T-107;-1;3464,0567;;
45383;4416;PA-1IMET27ES_ES-T-487;-1;3328,995;;
45383;4640;PA-1PGN1MA_PN-T-48_BT-PN-4;-1;3453,9636;;
45383;4862;PA-1POT1RN_POT-T-702;-1;3334,7367;;
45383;303;Xaréu;-1;3464,0567;;
45383;SIX;UO SIX - SÃO MATEUS DO SUL;-2;1899,0369;;
45413;823;Abalone;Ostra;2183,7745;;
45413;783;Acajá-Burizinho;Ouro Preto;2453,8632;;
45413;563;Acauã;Upanema;2540,2266;;
45413;5;Água Grande;Rio Ventura;2441,3572;;
45413;4821;Águia Real;-1;2992,9074;;
45413;7;Aguilhada;Sergipano Terra;2335,1082;;
45413;6;Agulha;-1;2999,7963;;
45413;3;Albacora;Albacora;2246,6465;;
45413;4;Albacora Leste;Albacora Leste;2198,1237;;
45413;1805;Albatroz;-1;2992,9074;;
45413;15;Alto do Rodrigues;Polo Potiguar;2228,6494;;
45413;523;Anambé;Alagoano;2582,0896;;
45413;4824;ANC_Mero;Mero;2459,803;;
45413;4755;AnC_Norte_Atapu;Atapu;2408,8107;;
45413;4749;ANC_Tupi;Sul de Tupi;2480,7894;;
45413;1726;Andorinha;-1;2531,0876;;
45413;11;Anequim;Cabiúnas Mistura;2404,1105;;
45413;9;Angelim;Sergipano Terra;2335,1082;;
45413;10;Angico;Polo Potiguar;2228,6494;;
45413;12;Apraiús;Miranga ECOL-B;2535,7394;;
45413;14;Arabaiana;Pescada;2999,7963;;
45413;1505;Araçari;-1;2999,7963;;
45413;13;Araçás;Baiano Mistura;2466,5789;;
45413;4708;Araçás Leste;-1;2801,8316;;
45413;4546;Arapaçu;-1;3105,6159;;
45413;4025;Arara Azul;Urucu;2783,2825;;
45413;662;Araracanga;Urucu;2783,2825;;
45413;1;Aratu;Polo Recôncavo;2379,4052;;
45413;686;Argonauta;Ostra;2183,7745;;
45413;724;Arribaçã;-1;2620,5953;;
45413;16;Aruari;Sergipano Terra;2335,1082;;
45413;19;Asa Branca;Upanema;2540,2266;;
45413;21;Atalaia Sul;Sergipano Terra;2335,1082;;
45413;4652;Atapu;Atapu;2408,8107;;
45413;4845;Atapu_ECO;Atapu;2408,8107;;
45413;678;Atlanta;Atlanta;1781,9795;;
45413;20;Atum;-1;3105,6159;;
45413;258;Azulão;Azulão;3102,2651;;
45413;4886;Azulão Oeste;-1;3102,2651;;
45413;28;Badejo;-1;2458,0275;;
45413;32;Bagre;Cabiúnas Mistura;2404,1105;;
45413;24;Baixa do Algodão;Upanema;2540,2266;;
45413;464;Baleia Anã;Parque das Baleias;2353,9704;;
45413;4690;Barra Bonita;-1;2801,8316;;
45413;34;Barra do Ipiranga;-1;2992,9074;;
45413;42;Barracuda;Barracuda-Caratinga;2458,0275;;
45413;25;Barrinha;Polo Potiguar;2228,6494;;
45413;1625;Barrinha Leste;Polo Potiguar;2228,6494;;
45413;3825;Barrinha Sudoeste;Polo Potiguar;2228,6494;;
45413;2625;Baúna;Baúna;2593,7207;;
45413;4688;Bela Vista;-1;3105,6159;;
45413;3245;Bem-Te-Vi;-1;2433,5773;;
45413;30;Benfica;Polo Potiguar;2228,6494;;
45413;2645;Berbigão;Berbigão-Sururu;2465,0488;;
45413;33;Bicudo;-1;2458,0275;;
45413;37;Bijupirá;-1;2458,0275;;
45413;35;Biquara;-1;2999,7963;;
45413;26;Biriba;-1;3105,6159;;
45413;29;Boa Esperança;Upanema;2540,2266;;
45413;1605;Bom Lugar;-1;3105,6159;;
45413;39;Bonito;Polo Enchova;2445,1471;;
45413;44;Bonsucesso;Rio Ventura;2441,3572;;
45413;41;Brejinho RN;Upanema;2540,2266;;
45413;43;Brejo Grande;Sergipano Terra;2335,1082;;
45413;23;Buracica;Baiano Mistura;2466,5789;;
45413;4598;Búzios;Búzios;2447,2906;;
45413;4827;Búzios_ECO;Búzios;2447,2906;;
45413;4700;Caburé;Caburé;3105,6159;;
45413;4706;Caburé Leste;-1;3105,6159;;
45413;51;Cachoeirinha;Upanema;2540,2266;;
45413;50;Cacimbas;Cricaré;2238,3404;;
45413;56;Caioba;-1;3105,6159;;
45413;4802;Camaçari;-1;2801,8316;;
45413;1184;Camarupim;-1;2992,9074;;
45413;2585;Camarupim Norte;-1;2992,9074;;
45413;3905;Cambacica;-1;3105,6159;;
45413;68;Camorim;-1;2558,1204;;
45413;62;Campo Grande;Cricaré;2238,3404;;
45413;55;Canabrava;Estação NCS;2387,8695;;
45413;669;Canapu;-1;2992,9074;;
45413;666;Canário;-1;3105,6159;;
45413;1043;Cancã;FAL;2108,3029;;
45413;46;Candeias;Polo Recôncavo;2379,4052;;
45413;53;Cangoá;Peroá;2992,9074;;
45413;63;Cantagalo;Baiano Mistura;2466,5789;;
45413;52;Canto do Amaro;Polo Potiguar;2228,6494;;
45413;78;Carapeba;Pargo Cluster;2292,3897;;
45413;2325;Carapitanga;-1;2540,7431;;
45413;80;Caratinga;Barracuda-Caratinga;2458,0275;;
45413;2505;Carcará;-1;2999,7963;;
45413;1725;Cardeal;Cardeal;2344,0438;;
45413;4664;Cardeal Amarelo;-1;3105,6159;;
45413;4665;Cardeal do Nordeste;-1;3105,6159;;
45413;74;Carmópolis;Sergipano Terra;2335,1082;;
45413;82;Cassarongongo;Estação NCS;2387,8695;;
45413;67;Castanhal;Sergipano Terra;2335,1082;;
45413;88;Cexis;Polo Recôncavo;2379,4052;;
45413;2565;Chauá;-1;2999,7963;;
45413;64;Cherne;Cabiúnas Mistura;2404,1105;;
45413;1404;Cidade de Aracaju;-1;2387,1206;;
45413;60;Cidade de Entre Rios;Baiano Mistura;2466,5789;;
45413;66;Cioba;-1;2999,7963;;
45413;923;Colibri;Colibri;2433,7484;;
45413;72;Conceição;-1;3105,6159;;
45413;3605;Concriz;-1;2465,8009;;
45413;61;Congro;Cabiúnas Mistura;2404,1105;;
45413;83;Coqueiro Seco;-1;2582,0896;;
45413;58;Córrego Dourado;Cricaré;2238,3404;;
45413;70;Corvina;Cabiúnas Mistura;2404,1105;;
45413;2005;Crejoá;-1;2248,8223;;
45413;76;Curimã;-1;3105,6159;;
45413;90;Dentão;Pescada;2999,7963;;
45413;91;Dom João;Polo Recôncavo;2379,4052;;
45413;3345;Dó-Ré-Mi;-1;2266,5901;;
45413;93;Dourado;-1;3105,6159;;
45413;95;Enchova;Polo Enchova;2445,1471;;
45413;96;Enchova Oeste;Polo Enchova;2445,1471;;
45413;97;Espada;-1;3105,6159;;
45413;98;Espadarte;Tartaruga Verde;2424,9484;;
45413;4879;Espadim;Marlim;2382,0846;;
45413;99;Estreito;Polo Potiguar;2228,6494;;
45413;101;Fazenda Alegre;FAL;2108,3029;;
45413;102;Fazenda Alto das Pedras;-1;3105,6159;;
45413;103;Fazenda Alvorada;Baiano Mistura;2466,5789;;
45413;100;Fazenda Azevedo;Baiano Mistura;2466,5789;;
45413;106;Fazenda Bálsamo;Baiano Mistura;2466,5789;;
45413;105;Fazenda Belém BA;Estação São Roque;2457,9888;;
45413;131;Fazenda Belém CE;Fazenda Belém;2069,5551;;
45413;104;Fazenda Boa Esperança;Baiano Mistura;2466,5789;;
45413;110;Fazenda Canaan;Polo Potiguar;2228,6494;;
45413;107;Fazenda Cedro;Cricaré;2238,3404;;
45413;108;Fazenda Curral;Upanema;2540,2266;;
45413;112;Fazenda Guindaste;-1;3105,6159;;
45413;113;Fazenda Imbé;Baiano Mistura;2466,5789;;
45413;115;Fazenda Malaquias;Upanema;2540,2266;;
45413;116;Fazenda Matinha;-1;3105,6159;;
45413;117;Fazenda Onça;Miranga ECOL-B;2535,7394;;
45413;118;Fazenda Panelas;Baiano Mistura;2466,5789;;
45413;120;Fazenda Pau Brasil;-1;2582,0896;;
45413;119;Fazenda Pocinho;Polo Potiguar;2228,6494;;
45413;123;Fazenda Rio Branco;Fazenda Santo Estevão;2355,2553;;
45413;127;Fazenda Santa Luzia;Santa Luzia;2355,4134;;
45413;129;Fazenda Santa Rosa;-1;3105,6159;;
